waterline,z_cm,x_cm,y_cm
5,-2.454,191.11,16.963
5,-2.454,193.36,16.931
5,-2.454,195.60,16.888
5,-2.454,197.85,16.833
5,-2.454,200.10,16.767
5,-2.454,202.35,16.687
5,-2.454,204.60,16.594
5,-2.454,206.85,16.488
5,-2.454,209.09,16.370
5,-2.454,211.34,16.240
5,-2.454,213.59,16.099
5,-2.454,215.84,15.947
5,-2.454,218.09,15.784
5,-2.454,220.34,15.612
5,-2.454,222.58,15.430
5,-2.454,224.83,15.239
5,-2.454,227.08,15.040
5,-2.454,229.33,14.832
5,-2.454,231.58,14.617
5,-2.454,233.83,14.394
5,-2.454,236.07,14.165
5,-2.454,238.32,13.928
5,-2.454,240.57,13.686
5,-2.454,242.82,13.437
5,-2.454,245.07,13.183
5,-2.454,247.32,12.924
5,-2.454,249.56,12.660
5,-2.454,251.81,12.391
5,-2.454,254.06,12.117
5,-2.454,256.31,11.838
5,-2.454,258.56,11.554
5,-2.454,260.81,11.266
5,-2.454,263.05,10.974
5,-2.454,265.30,10.678
5,-2.454,267.55,10.378
5,-2.454,269.80,10.074
5,-2.454,272.05,9.767
5,-2.454,274.30,9.457
5,-2.454,276.54,9.145
5,-2.454,278.79,8.829
5,-2.454,281.04,8.511
5,-2.454,283.29,8.190
5,-2.454,285.54,7.865
5,-2.454,287.79,7.532
5,-2.454,290.03,7.192
5,-2.454,292.28,6.843
5,-2.454,294.53,6.481
5,-2.454,296.78,6.106
5,-2.454,299.03,5.714
5,-2.454,301.28,5.305
5,-2.454,303.52,4.875
5,-2.454,305.77,4.421
5,-2.454,308.02,3.938
5,-2.454,310.27,3.421
5,-2.454,312.52,2.861
5,-2.454,314.77,2.254
5,-2.454,317.01,1.574
5,-2.454,319.26,0.640
5,-2.454,319.26,-0.640
5,-2.454,317.01,-1.574
5,-2.454,314.77,-2.254
5,-2.454,312.52,-2.861
5,-2.454,310.27,-3.421
5,-2.454,308.02,-3.938
5,-2.454,305.77,-4.421
5,-2.454,303.52,-4.875
5,-2.454,301.28,-5.305
5,-2.454,299.03,-5.714
5,-2.454,296.78,-6.106
5,-2.454,294.53,-6.481
5,-2.454,292.28,-6.843
5,-2.454,290.03,-7.192
5,-2.454,287.79,-7.532
5,-2.454,285.54,-7.865
5,-2.454,283.29,-8.190
5,-2.454,281.04,-8.511
5,-2.454,278.79,-8.829
5,-2.454,276.54,-9.145
5,-2.454,274.30,-9.457
5,-2.454,272.05,-9.767
5,-2.454,269.80,-10.074
5,-2.454,267.55,-10.378
5,-2.454,265.30,-10.678
5,-2.454,263.05,-10.974
5,-2.454,260.81,-11.266
5,-2.454,258.56,-11.554
5,-2.454,256.31,-11.838
5,-2.454,254.06,-12.117
5,-2.454,251.81,-12.391
5,-2.454,249.56,-12.660
5,-2.454,247.32,-12.924
5,-2.454,245.07,-13.183
5,-2.454,242.82,-13.437
5,-2.454,240.57,-13.686
5,-2.454,238.32,-13.928
5,-2.454,236.07,-14.165
5,-2.454,233.83,-14.394
5,-2.454,231.58,-14.617
5,-2.454,229.33,-14.832
5,-2.454,227.08,-15.040
5,-2.454,224.83,-15.239
5,-2.454,222.58,-15.430
5,-2.454,220.34,-15.612
5,-2.454,218.09,-15.784
5,-2.454,215.84,-15.947
5,-2.454,213.59,-16.099
5,-2.454,211.34,-16.240
5,-2.454,209.09,-16.370
5,-2.454,206.85,-16.488
5,-2.454,204.60,-16.594
5,-2.454,202.35,-16.687
5,-2.454,200.10,-16.767
5,-2.454,197.85,-16.833
5,-2.454,195.60,-16.888
5,-2.454,193.36,-16.931
5,-2.454,191.11,-16.963
5,-2.454,188.86,-16.987
5,-2.454,186.61,-17.002
5,-2.454,184.36,-17.011
5,-2.454,182.11,-17.015
5,-2.454,179.87,-17.013
5,-2.454,177.62,-17.008
5,-2.454,175.37,-17.001
5,-2.454,173.12,-16.993
5,-2.454,170.87,-16.986
5,-2.454,168.62,-16.979
5,-2.454,166.38,-16.974
5,-2.454,164.13,-16.969
5,-2.454,161.88,-16.964
5,-2.454,159.63,-16.958
5,-2.454,157.38,-16.951
5,-2.454,155.13,-16.941
5,-2.454,152.89,-16.929
5,-2.454,150.64,-16.913
5,-2.454,148.39,-16.893
5,-2.454,146.14,-16.868
5,-2.454,143.89,-16.838
5,-2.454,141.64,-16.801
5,-2.454,139.40,-16.758
5,-2.454,137.15,-16.707
5,-2.454,134.90,-16.648
5,-2.454,132.65,-16.583
5,-2.454,130.40,-16.509
5,-2.454,128.15,-16.429
5,-2.454,125.91,-16.340
5,-2.454,123.66,-16.244
5,-2.454,121.41,-16.141
5,-2.454,119.16,-16.029
5,-2.454,116.91,-15.911
5,-2.454,114.66,-15.784
5,-2.454,112.42,-15.650
5,-2.454,110.17,-15.507
5,-2.454,107.92,-15.357
5,-2.454,105.67,-15.200
5,-2.454,103.42,-15.034
5,-2.454,101.17,-14.860
5,-2.454,98.93,-14.679
5,-2.454,96.68,-14.489
5,-2.454,94.43,-14.293
5,-2.454,92.18,-14.088
5,-2.454,89.93,-13.878
5,-2.454,87.68,-13.660
5,-2.454,85.44,-13.436
5,-2.454,83.19,-13.205
5,-2.454,80.94,-12.969
5,-2.454,78.69,-12.727
5,-2.454,76.44,-12.480
5,-2.454,74.19,-12.228
5,-2.454,71.95,-11.971
5,-2.454,69.70,-11.710
5,-2.454,67.45,-11.445
5,-2.454,65.20,-11.174
5,-2.454,62.95,-10.898
5,-2.454,60.70,-10.615
5,-2.454,58.46,-10.326
5,-2.454,56.21,-10.030
5,-2.454,53.96,-9.725
5,-2.454,51.71,-9.412
5,-2.454,49.46,-9.090
5,-2.454,47.21,-8.757
5,-2.454,44.97,-8.413
5,-2.454,42.72,-8.059
5,-2.454,40.47,-7.692
5,-2.454,38.22,-7.312
5,-2.454,35.97,-6.915
5,-2.454,33.72,-6.498
5,-2.454,31.48,-6.056
5,-2.454,29.23,-5.583
5,-2.454,26.98,-5.076
5,-2.454,24.73,-4.523
5,-2.454,22.48,-3.916
5,-2.454,20.23,-3.235
5,-2.454,17.99,-2.443
5,-2.454,15.74,-1.443
6,0.000,0.00,0.000
6,0.000,2.25,0.082
6,0.000,4.50,0.312
6,0.000,6.74,0.666
6,0.000,8.99,1.120
6,0.000,11.24,1.650
6,0.000,13.49,2.234
6,0.000,15.74,2.846
6,0.000,17.99,3.463
6,0.000,20.23,4.061
6,0.000,22.48,4.623
6,0.000,24.73,5.148
6,0.000,26.98,5.639
6,0.000,29.23,6.101
6,0.000,31.48,6.536
6,0.000,33.72,6.948
6,0.000,35.97,7.339
6,0.000,38.22,7.714
6,0.000,40.47,8.074
6,0.000,42.72,8.424
6,0.000,44.97,8.763
6,0.000,47.21,9.092
6,0.000,49.46,9.412
6,0.000,51.71,9.724
6,0.000,53.96,10.027
6,0.000,56.21,10.322
6,0.000,58.46,10.610
6,0.000,60.70,10.892
6,0.000,62.95,11.168
6,0.000,65.20,11.438
6,0.000,67.45,11.704
6,0.000,69.70,11.965
6,0.000,71.95,12.223
6,0.000,74.19,12.476
6,0.000,76.44,12.725
6,0.000,78.69,12.970
6,0.000,80.94,13.209
6,0.000,83.19,13.444
6,0.000,85.44,13.673
6,0.000,87.68,13.896
6,0.000,89.93,14.113
6,0.000,92.18,14.323
6,0.000,94.43,14.527
6,0.000,96.68,14.723
6,0.000,98.93,14.912
6,0.000,101.17,15.094
6,0.000,103.42,15.267
6,0.000,105.67,15.433
6,0.000,107.92,15.591
6,0.000,110.17,15.741
6,0.000,112.42,15.883
6,0.000,114.66,16.017
6,0.000,116.91,16.144
6,0.000,119.16,16.263
6,0.000,121.41,16.374
6,0.000,123.66,16.478
6,0.000,125.91,16.573
6,0.000,128.15,16.662
6,0.000,130.40,16.742
6,0.000,132.65,16.815
6,0.000,134.90,16.880
6,0.000,137.15,16.938
6,0.000,139.40,16.988
6,0.000,141.64,17.030
6,0.000,143.89,17.066
6,0.000,146.14,17.095
6,0.000,148.39,17.119
6,0.000,150.64,17.137
6,0.000,152.89,17.152
6,0.000,155.13,17.163
6,0.000,157.38,17.171
6,0.000,159.63,17.178
6,0.000,161.88,17.182
6,0.000,164.13,17.187
6,0.000,166.38,17.191
6,0.000,168.62,17.196
6,0.000,170.87,17.203
6,0.000,173.12,17.211
6,0.000,175.37,17.219
6,0.000,177.62,17.227
6,0.000,179.87,17.232
6,0.000,182.11,17.234
6,0.000,184.36,17.232
6,0.000,186.61,17.225
6,0.000,188.86,17.210
6,0.000,191.11,17.188
6,0.000,193.36,17.157
6,0.000,195.60,17.115
6,0.000,197.85,17.062
6,0.000,200.10,16.997
6,0.000,202.35,16.918
6,0.000,204.60,16.826
6,0.000,206.85,16.721
6,0.000,209.09,16.604
6,0.000,211.34,16.475
6,0.000,213.59,16.335
6,0.000,215.84,16.183
6,0.000,218.09,16.022
6,0.000,220.34,15.851
6,0.000,222.58,15.670
6,0.000,224.83,15.480
6,0.000,227.08,15.282
6,0.000,229.33,15.075
6,0.000,231.58,14.861
6,0.000,233.83,14.640
6,0.000,236.07,14.412
6,0.000,238.32,14.178
6,0.000,240.57,13.939
6,0.000,242.82,13.694
6,0.000,245.07,13.444
6,0.000,247.32,13.188
6,0.000,249.56,12.928
6,0.000,251.81,12.663
6,0.000,254.06,12.394
6,0.000,256.31,12.120
6,0.000,258.56,11.842
6,0.000,260.81,11.560
6,0.000,263.05,11.273
6,0.000,265.30,10.983
6,0.000,267.55,10.689
6,0.000,269.80,10.391
6,0.000,272.05,10.090
6,0.000,274.30,9.786
6,0.000,276.54,9.479
6,0.000,278.79,9.168
6,0.000,281.04,8.855
6,0.000,283.29,8.538
6,0.000,285.54,8.216
6,0.000,287.79,7.888
6,0.000,290.03,7.552
6,0.000,292.28,7.207
6,0.000,294.53,6.851
6,0.000,296.78,6.483
6,0.000,299.03,6.102
6,0.000,301.28,5.706
6,0.000,303.52,5.293
6,0.000,305.77,4.863
6,0.000,308.02,4.413
6,0.000,310.27,3.943
6,0.000,312.52,3.453
6,0.000,314.77,2.955
6,0.000,317.01,2.459
6,0.000,319.26,1.979
6,0.000,321.51,1.524
6,0.000,323.76,1.107
6,0.000,326.01,0.740
6,0.000,328.26,0.434
6,0.000,330.50,0.200
6,0.000,332.75,0.052
6,0.000,335.00,0.000
6,0.000,335.00,-0.000
6,0.000,332.75,-0.052
6,0.000,330.50,-0.200
6,0.000,328.26,-0.434
6,0.000,326.01,-0.740
6,0.000,323.76,-1.107
6,0.000,321.51,-1.524
6,0.000,319.26,-1.979
6,0.000,317.01,-2.459
6,0.000,314.77,-2.955
6,0.000,312.52,-3.453
6,0.000,310.27,-3.943
6,0.000,308.02,-4.413
6,0.000,305.77,-4.863
6,0.000,303.52,-5.293
6,0.000,301.28,-5.706
6,0.000,299.03,-6.102
6,0.000,296.78,-6.483
6,0.000,294.53,-6.851
6,0.000,292.28,-7.207
6,0.000,290.03,-7.552
6,0.000,287.79,-7.888
6,0.000,285.54,-8.216
6,0.000,283.29,-8.538
6,0.000,281.04,-8.855
6,0.000,278.79,-9.168
6,0.000,276.54,-9.479
6,0.000,274.30,-9.786
6,0.000,272.05,-10.090
6,0.000,269.80,-10.391
6,0.000,267.55,-10.689
6,0.000,265.30,-10.983
6,0.000,263.05,-11.273
6,0.000,260.81,-11.560
6,0.000,258.56,-11.842
6,0.000,256.31,-12.120
6,0.000,254.06,-12.394
6,0.000,251.81,-12.663
6,0.000,249.56,-12.928
6,0.000,247.32,-13.188
6,0.000,245.07,-13.444
6,0.000,242.82,-13.694
6,0.000,240.57,-13.939
6,0.000,238.32,-14.178
6,0.000,236.07,-14.412
6,0.000,233.83,-14.640
6,0.000,231.58,-14.861
6,0.000,229.33,-15.075
6,0.000,227.08,-15.282
6,0.000,224.83,-15.480
6,0.000,222.58,-15.670
6,0.000,220.34,-15.851
6,0.000,218.09,-16.022
6,0.000,215.84,-16.183
6,0.000,213.59,-16.335
6,0.000,211.34,-16.475
6,0.000,209.09,-16.604
6,0.000,206.85,-16.721
6,0.000,204.60,-16.826
6,0.000,202.35,-16.918
6,0.000,200.10,-16.997
6,0.000,197.85,-17.062
6,0.000,195.60,-17.115
6,0.000,193.36,-17.157
6,0.000,191.11,-17.188
6,0.000,188.86,-17.210
6,0.000,186.61,-17.225
6,0.000,184.36,-17.232
6,0.000,182.11,-17.234
6,0.000,179.87,-17.232
6,0.000,177.62,-17.227
6,0.000,175.37,-17.219
6,0.000,173.12,-17.211
6,0.000,170.87,-17.203
6,0.000,168.62,-17.196
6,0.000,166.38,-17.191
6,0.000,164.13,-17.187
6,0.000,161.88,-17.182
6,0.000,159.63,-17.178
6,0.000,157.38,-17.171
6,0.000,155.13,-17.163
6,0.000,152.89,-17.152
6,0.000,150.64,-17.137
6,0.000,148.39,-17.119
6,0.000,146.14,-17.095
6,0.000,143.89,-17.066
6,0.000,141.64,-17.030
6,0.000,139.40,-16.988
6,0.000,137.15,-16.938
6,0.000,134.90,-16.880
6,0.000,132.65,-16.815
6,0.000,130.40,-16.742
6,0.000,128.15,-16.662
6,0.000,125.91,-16.573
6,0.000,123.66,-16.478
6,0.000,121.41,-16.374
6,0.000,119.16,-16.263
6,0.000,116.91,-16.144
6,0.000,114.66,-16.017
6,0.000,112.42,-15.883
6,0.000,110.17,-15.741
6,0.000,107.92,-15.591
6,0.000,105.67,-15.433
6,0.000,103.42,-15.267
6,0.000,101.17,-15.094
6,0.000,98.93,-14.912
6,0.000,96.68,-14.723
6,0.000,94.43,-14.527
6,0.000,92.18,-14.323
6,0.000,89.93,-14.113
6,0.000,87.68,-13.896
6,0.000,85.44,-13.673
6,0.000,83.19,-13.444
6,0.000,80.94,-13.209
6,0.000,78.69,-12.970
6,0.000,76.44,-12.725
6,0.000,74.19,-12.476
6,0.000,71.95,-12.223
6,0.000,69.70,-11.965
6,0.000,67.45,-11.704
6,0.000,65.20,-11.438
6,0.000,62.95,-11.168
6,0.000,60.70,-10.892
6,0.000,58.46,-10.610
6,0.000,56.21,-10.322
6,0.000,53.96,-10.027
6,0.000,51.71,-9.724
6,0.000,49.46,-9.412
6,0.000,47.21,-9.092
6,0.000,44.97,-8.763
6,0.000,42.72,-8.424
6,0.000,40.47,-8.074
6,0.000,38.22,-7.714
6,0.000,35.97,-7.339
6,0.000,33.72,-6.948
6,0.000,31.48,-6.536
6,0.000,29.23,-6.101
6,0.000,26.98,-5.639
6,0.000,24.73,-5.148
6,0.000,22.48,-4.623
6,0.000,20.23,-4.061
6,0.000,17.99,-3.463
6,0.000,15.74,-2.846
6,0.000,13.49,-2.234
6,0.000,11.24,-1.650
6,0.000,8.99,-1.120
6,0.000,6.74,-0.666
6,0.000,4.50,-0.312
6,0.000,2.25,-0.082
6,0.000,0.00,-0.000
