waterline,z_m,x_m,y_m
6,-0.0364,3.3669,0.7844
6,-0.0364,3.4459,0.8035
6,-0.0364,3.5250,0.8223
6,-0.0364,3.6040,0.8408
6,-0.0364,3.6830,0.8589
6,-0.0364,3.7621,0.8765
6,-0.0364,3.8411,0.8937
6,-0.0364,3.9201,0.9103
6,-0.0364,3.9992,0.9265
6,-0.0364,4.0782,0.9421
6,-0.0364,4.1572,0.9571
6,-0.0364,4.2363,0.9715
6,-0.0364,4.3153,0.9852
6,-0.0364,4.3943,0.9981
6,-0.0364,4.4734,1.0103
6,-0.0364,4.5524,1.0217
6,-0.0364,4.6314,1.0323
6,-0.0364,4.7105,1.0420
6,-0.0364,4.7895,1.0459
6,-0.0364,4.8686,1.0442
6,-0.0364,4.9476,1.0416
6,-0.0364,5.0266,1.0382
6,-0.0364,5.1057,1.0340
6,-0.0364,5.1847,1.0290
6,-0.0364,5.2637,1.0233
6,-0.0364,5.3428,1.0167
6,-0.0364,5.4218,1.0094
6,-0.0364,5.5008,1.0014
6,-0.0364,5.5799,0.9927
6,-0.0364,5.6589,0.9833
6,-0.0364,5.7379,0.9732
6,-0.0364,5.8170,0.9625
6,-0.0364,5.8960,0.9512
6,-0.0364,5.9750,0.9392
6,-0.0364,6.0541,0.9266
6,-0.0364,6.1331,0.9135
6,-0.0364,6.2121,0.8997
6,-0.0364,6.2912,0.8855
6,-0.0364,6.3702,0.8707
6,-0.0364,6.4492,0.8555
6,-0.0364,6.5283,0.8397
6,-0.0364,6.6073,0.8235
6,-0.0364,6.6863,0.8069
6,-0.0364,6.7654,0.7899
6,-0.0364,6.8444,0.7725
6,-0.0364,6.9234,0.7547
6,-0.0364,7.0025,0.7366
6,-0.0364,7.0815,0.7183
6,-0.0364,7.1605,0.6996
6,-0.0364,7.2396,0.6807
6,-0.0364,7.3186,0.6615
6,-0.0364,7.3976,0.6422
6,-0.0364,7.4767,0.6227
6,-0.0364,7.5557,0.6031
6,-0.0364,7.6347,0.5834
6,-0.0364,7.7138,0.5636
6,-0.0364,7.7928,0.5439
6,-0.0364,7.8718,0.5242
6,-0.0364,7.9509,0.5045
6,-0.0364,8.0299,0.4850
6,-0.0364,8.1089,0.4656
6,-0.0364,8.1880,0.4465
6,-0.0364,8.2670,0.4276
6,-0.0364,8.3460,0.4091
6,-0.0364,8.4251,0.3909
6,-0.0364,8.5041,0.3732
6,-0.0364,8.5831,0.3561
6,-0.0364,8.6622,0.3396
6,-0.0364,8.7412,0.3237
6,-0.0364,8.8202,0.3087
6,-0.0364,8.8993,0.2946
6,-0.0364,8.9783,0.2814
6,-0.0364,9.0573,0.2694
6,-0.0364,9.1364,0.2587
6,-0.0364,9.2154,0.2493
6,-0.0364,9.2944,0.2416
6,-0.0364,9.3735,0.2356
6,-0.0364,9.4525,0.2316
6,-0.0364,9.4525,-0.2316
6,-0.0364,9.3735,-0.2356
6,-0.0364,9.2944,-0.2416
6,-0.0364,9.2154,-0.2493
6,-0.0364,9.1364,-0.2587
6,-0.0364,9.0573,-0.2694
6,-0.0364,8.9783,-0.2814
6,-0.0364,8.8993,-0.2946
6,-0.0364,8.8202,-0.3087
6,-0.0364,8.7412,-0.3237
6,-0.0364,8.6622,-0.3396
6,-0.0364,8.5831,-0.3561
6,-0.0364,8.5041,-0.3732
6,-0.0364,8.4251,-0.3909
6,-0.0364,8.3460,-0.4091
6,-0.0364,8.2670,-0.4276
6,-0.0364,8.1880,-0.4465
6,-0.0364,8.1089,-0.4656
6,-0.0364,8.0299,-0.4850
6,-0.0364,7.9509,-0.5045
6,-0.0364,7.8718,-0.5242
6,-0.0364,7.7928,-0.5439
6,-0.0364,7.7138,-0.5636
6,-0.0364,7.6347,-0.5834
6,-0.0364,7.5557,-0.6031
6,-0.0364,7.4767,-0.6227
6,-0.0364,7.3976,-0.6422
6,-0.0364,7.3186,-0.6615
6,-0.0364,7.2396,-0.6807
6,-0.0364,7.1605,-0.6996
6,-0.0364,7.0815,-0.7183
6,-0.0364,7.0025,-0.7366
6,-0.0364,6.9234,-0.7547
6,-0.0364,6.8444,-0.7725
6,-0.0364,6.7654,-0.7899
6,-0.0364,6.6863,-0.8069
6,-0.0364,6.6073,-0.8235
6,-0.0364,6.5283,-0.8397
6,-0.0364,6.4492,-0.8555
6,-0.0364,6.3702,-0.8707
6,-0.0364,6.2912,-0.8855
6,-0.0364,6.2121,-0.8997
6,-0.0364,6.1331,-0.9135
6,-0.0364,6.0541,-0.9266
6,-0.0364,5.9750,-0.9392
6,-0.0364,5.8960,-0.9512
6,-0.0364,5.8170,-0.9625
6,-0.0364,5.7379,-0.9732
6,-0.0364,5.6589,-0.9833
6,-0.0364,5.5799,-0.9927
6,-0.0364,5.5008,-1.0014
6,-0.0364,5.4218,-1.0094
6,-0.0364,5.3428,-1.0167
6,-0.0364,5.2637,-1.0233
6,-0.0364,5.1847,-1.0290
6,-0.0364,5.1057,-1.0340
6,-0.0364,5.0266,-1.0382
6,-0.0364,4.9476,-1.0416
6,-0.0364,4.8686,-1.0442
6,-0.0364,4.7895,-1.0459
6,-0.0364,4.7105,-1.0420
6,-0.0364,4.6314,-1.0323
6,-0.0364,4.5524,-1.0217
6,-0.0364,4.4734,-1.0103
6,-0.0364,4.3943,-0.9981
6,-0.0364,4.3153,-0.9852
6,-0.0364,4.2363,-0.9715
6,-0.0364,4.1572,-0.9571
6,-0.0364,4.0782,-0.9421
6,-0.0364,3.9992,-0.9265
6,-0.0364,3.9201,-0.9103
6,-0.0364,3.8411,-0.8937
6,-0.0364,3.7621,-0.8765
6,-0.0364,3.6830,-0.8589
6,-0.0364,3.6040,-0.8408
6,-0.0364,3.5250,-0.8223
6,-0.0364,3.4459,-0.8035
6,-0.0364,3.3669,-0.7844
6,-0.0364,3.2879,-0.7650
6,-0.0364,3.2088,-0.7452
6,-0.0364,3.1298,-0.7253
6,-0.0364,3.0508,-0.7051
6,-0.0364,2.9717,-0.6847
6,-0.0364,2.8927,-0.6642
6,-0.0364,2.8137,-0.6435
6,-0.0364,2.7346,-0.6227
6,-0.0364,2.6556,-0.6018
6,-0.0364,2.5766,-0.5809
6,-0.0364,2.4975,-0.5599
6,-0.0364,2.4185,-0.5389
6,-0.0364,2.3395,-0.5179
6,-0.0364,2.2604,-0.4969
6,-0.0364,2.1814,-0.4759
6,-0.0364,2.1024,-0.4551
6,-0.0364,2.0233,-0.4343
6,-0.0364,1.9443,-0.4137
6,-0.0364,1.8653,-0.3931
6,-0.0364,1.7862,-0.3728
6,-0.0364,1.7072,-0.3526
6,-0.0364,1.6282,-0.3326
6,-0.0364,1.5491,-0.3128
6,-0.0364,1.4701,-0.2933
6,-0.0364,1.3911,-0.2740
6,-0.0364,1.3120,-0.2550
6,-0.0364,1.2330,-0.2363
6,-0.0364,1.1540,-0.2180
6,-0.0364,1.0749,-0.1999
6,-0.0364,0.9959,-0.1823
6,-0.0364,0.9169,-0.1650
6,-0.0364,0.8378,-0.1482
6,-0.0364,0.7588,-0.1317
6,-0.0364,0.6798,-0.1157
6,-0.0364,0.6007,-0.1002
6,-0.0364,0.5217,-0.0852
6,-0.0364,0.4427,-0.0706
6,-0.0364,0.3636,-0.0567
6,-0.0364,0.2846,-0.0433
6,-0.0364,0.2056,-0.0304
6,-0.0364,0.1265,-0.0182
6,-0.0364,0.0475,-0.0066
7,0.0416,0.0475,0.0118
7,0.0416,0.1265,0.0236
7,0.0416,0.2056,0.0360
7,0.0416,0.2846,0.0490
7,0.0416,0.3636,0.0626
7,0.0416,0.4427,0.0767
7,0.0416,0.5217,0.0913
7,0.0416,0.6007,0.1065
7,0.0416,0.6798,0.1221
7,0.0416,0.7588,0.1381
7,0.0416,0.8378,0.1547
7,0.0416,0.9169,0.1716
7,0.0416,0.9959,0.1889
7,0.0416,1.0749,0.2066
7,0.0416,1.1540,0.2247
7,0.0416,1.2330,0.2431
7,0.0416,1.3120,0.2619
7,0.0416,1.3911,0.2809
7,0.0416,1.4701,0.3002
7,0.0416,1.5491,0.3198
7,0.0416,1.6282,0.3396
7,0.0416,1.7072,0.3596
7,0.0416,1.7862,0.3799
7,0.0416,1.8653,0.4003
7,0.0416,1.9443,0.4208
7,0.0416,2.0233,0.4415
7,0.0416,2.1024,0.4623
7,0.0416,2.1814,0.4832
7,0.0416,2.2604,0.5042
7,0.0416,2.3395,0.5252
7,0.0416,2.4185,0.5462
7,0.0416,2.4975,0.5673
7,0.0416,2.5766,0.5883
7,0.0416,2.6556,0.6093
7,0.0416,2.7346,0.6302
7,0.0416,2.8137,0.6510
7,0.0416,2.8927,0.6717
7,0.0416,2.9717,0.6923
7,0.0416,3.0508,0.7126
7,0.0416,3.1298,0.7328
7,0.0416,3.2088,0.7528
7,0.0416,3.2879,0.7725
7,0.0416,3.3669,0.7920
7,0.0416,3.4459,0.8112
7,0.0416,3.5250,0.8300
7,0.0416,3.6040,0.8484
7,0.0416,3.6830,0.8665
7,0.0416,3.7621,0.8841
7,0.0416,3.8411,0.9013
7,0.0416,3.9201,0.9180
7,0.0416,3.9992,0.9341
7,0.0416,4.0782,0.9497
7,0.0416,4.1572,0.9647
7,0.0416,4.2363,0.9791
7,0.0416,4.3153,0.9928
7,0.0416,4.3943,1.0057
7,0.0416,4.4734,1.0179
7,0.0416,4.5524,1.0293
7,0.0416,4.6314,1.0399
7,0.0416,4.7105,1.0495
7,0.0416,4.7895,1.0534
7,0.0416,4.8686,1.0517
7,0.0416,4.9476,1.0490
7,0.0416,5.0266,1.0456
7,0.0416,5.1057,1.0413
7,0.0416,5.1847,1.0363
7,0.0416,5.2637,1.0305
7,0.0416,5.3428,1.0238
7,0.0416,5.4218,1.0165
7,0.0416,5.5008,1.0084
7,0.0416,5.5799,0.9996
7,0.0416,5.6589,0.9902
7,0.0416,5.7379,0.9800
7,0.0416,5.8170,0.9692
7,0.0416,5.8960,0.9578
7,0.0416,5.9750,0.9457
7,0.0416,6.0541,0.9331
7,0.0416,6.1331,0.9198
7,0.0416,6.2121,0.9060
7,0.0416,6.2912,0.8917
7,0.0416,6.3702,0.8768
7,0.0416,6.4492,0.8615
7,0.0416,6.5283,0.8457
7,0.0416,6.6073,0.8294
7,0.0416,6.6863,0.8127
7,0.0416,6.7654,0.7955
7,0.0416,6.8444,0.7780
7,0.0416,6.9234,0.7602
7,0.0416,7.0025,0.7420
7,0.0416,7.0815,0.7235
7,0.0416,7.1605,0.7047
7,0.0416,7.2396,0.6857
7,0.0416,7.3186,0.6664
7,0.0416,7.3976,0.6470
7,0.0416,7.4767,0.6274
7,0.0416,7.5557,0.6077
7,0.0416,7.6347,0.5879
7,0.0416,7.7138,0.5680
7,0.0416,7.7928,0.5482
7,0.0416,7.8718,0.5283
7,0.0416,7.9509,0.5086
7,0.0416,8.0299,0.4889
7,0.0416,8.1089,0.4694
7,0.0416,8.1880,0.4502
7,0.0416,8.2670,0.4312
7,0.0416,8.3460,0.4126
7,0.0416,8.4251,0.3943
7,0.0416,8.5041,0.3766
7,0.0416,8.5831,0.3593
7,0.0416,8.6622,0.3427
7,0.0416,8.7412,0.3267
7,0.0416,8.8202,0.3116
7,0.0416,8.8993,0.2974
7,0.0416,8.9783,0.2842
7,0.0416,9.0573,0.2721
7,0.0416,9.1364,0.2612
7,0.0416,9.2154,0.2518
7,0.0416,9.2944,0.2440
7,0.0416,9.3735,0.2380
7,0.0416,9.4525,0.2339
7,0.0416,9.4525,-0.2339
7,0.0416,9.3735,-0.2380
7,0.0416,9.2944,-0.2440
7,0.0416,9.2154,-0.2518
7,0.0416,9.1364,-0.2612
7,0.0416,9.0573,-0.2721
7,0.0416,8.9783,-0.2842
7,0.0416,8.8993,-0.2974
7,0.0416,8.8202,-0.3116
7,0.0416,8.7412,-0.3267
7,0.0416,8.6622,-0.3427
7,0.0416,8.5831,-0.3593
7,0.0416,8.5041,-0.3766
7,0.0416,8.4251,-0.3943
7,0.0416,8.3460,-0.4126
7,0.0416,8.2670,-0.4312
7,0.0416,8.1880,-0.4502
7,0.0416,8.1089,-0.4694
7,0.0416,8.0299,-0.4889
7,0.0416,7.9509,-0.5086
7,0.0416,7.8718,-0.5283
7,0.0416,7.7928,-0.5482
7,0.0416,7.7138,-0.5680
7,0.0416,7.6347,-0.5879
7,0.0416,7.5557,-0.6077
7,0.0416,7.4767,-0.6274
7,0.0416,7.3976,-0.6470
7,0.0416,7.3186,-0.6664
7,0.0416,7.2396,-0.6857
7,0.0416,7.1605,-0.7047
7,0.0416,7.0815,-0.7235
7,0.0416,7.0025,-0.7420
7,0.0416,6.9234,-0.7602
7,0.0416,6.8444,-0.7780
7,0.0416,6.7654,-0.7955
7,0.0416,6.6863,-0.8127
7,0.0416,6.6073,-0.8294
7,0.0416,6.5283,-0.8457
7,0.0416,6.4492,-0.8615
7,0.0416,6.3702,-0.8768
7,0.0416,6.2912,-0.8917
7,0.0416,6.2121,-0.9060
7,0.0416,6.1331,-0.9198
7,0.0416,6.0541,-0.9331
7,0.0416,5.9750,-0.9457
7,0.0416,5.8960,-0.9578
7,0.0416,5.8170,-0.9692
7,0.0416,5.7379,-0.9800
7,0.0416,5.6589,-0.9902
7,0.0416,5.5799,-0.9996
7,0.0416,5.5008,-1.0084
7,0.0416,5.4218,-1.0165
7,0.0416,5.3428,-1.0238
7,0.0416,5.2637,-1.0305
7,0.0416,5.1847,-1.0363
7,0.0416,5.1057,-1.0413
7,0.0416,5.0266,-1.0456
7,0.0416,4.9476,-1.0490
7,0.0416,4.8686,-1.0517
7,0.0416,4.7895,-1.0534
7,0.0416,4.7105,-1.0495
7,0.0416,4.6314,-1.0399
7,0.0416,4.5524,-1.0293
7,0.0416,4.4734,-1.0179
7,0.0416,4.3943,-1.0057
7,0.0416,4.3153,-0.9928
7,0.0416,4.2363,-0.9791
7,0.0416,4.1572,-0.9647
7,0.0416,4.0782,-0.9497
7,0.0416,3.9992,-0.9341
7,0.0416,3.9201,-0.9180
7,0.0416,3.8411,-0.9013
7,0.0416,3.7621,-0.8841
7,0.0416,3.6830,-0.8665
7,0.0416,3.6040,-0.8484
7,0.0416,3.5250,-0.8300
7,0.0416,3.4459,-0.8112
7,0.0416,3.3669,-0.7920
7,0.0416,3.2879,-0.7725
7,0.0416,3.2088,-0.7528
7,0.0416,3.1298,-0.7328
7,0.0416,3.0508,-0.7126
7,0.0416,2.9717,-0.6923
7,0.0416,2.8927,-0.6717
7,0.0416,2.8137,-0.6510
7,0.0416,2.7346,-0.6302
7,0.0416,2.6556,-0.6093
7,0.0416,2.5766,-0.5883
7,0.0416,2.4975,-0.5673
7,0.0416,2.4185,-0.5462
7,0.0416,2.3395,-0.5252
7,0.0416,2.2604,-0.5042
7,0.0416,2.1814,-0.4832
7,0.0416,2.1024,-0.4623
7,0.0416,2.0233,-0.4415
7,0.0416,1.9443,-0.4208
7,0.0416,1.8653,-0.4003
7,0.0416,1.7862,-0.3799
7,0.0416,1.7072,-0.3596
7,0.0416,1.6282,-0.3396
7,0.0416,1.5491,-0.3198
7,0.0416,1.4701,-0.3002
7,0.0416,1.3911,-0.2809
7,0.0416,1.3120,-0.2619
7,0.0416,1.2330,-0.2431
7,0.0416,1.1540,-0.2247
7,0.0416,1.0749,-0.2066
7,0.0416,0.9959,-0.1889
7,0.0416,0.9169,-0.1716
7,0.0416,0.8378,-0.1547
7,0.0416,0.7588,-0.1381
7,0.0416,0.6798,-0.1221
7,0.0416,0.6007,-0.1065
7,0.0416,0.5217,-0.0913
7,0.0416,0.4427,-0.0767
7,0.0416,0.3636,-0.0626
7,0.0416,0.2846,-0.0490
7,0.0416,0.2056,-0.0360
7,0.0416,0.1265,-0.0236
7,0.0416,0.0475,-0.0118
