station,x_cm,y_cm,z_cm
20,335.00,-0.000,-0.000
20,335.00,-0.000,-0.000
20,335.00,-0.000,-0.000
20,335.00,-0.000,-0.000
20,335.00,-0.000,-0.000
20,335.00,-0.000,-0.000
20,335.00,-0.000,-0.000
20,335.00,-0.000,-0.000
20,335.00,-0.000,-0.000
20,335.00,-0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.000,-0.000
20,335.00,0.286,3.143
20,335.00,0.571,6.286
20,335.00,0.857,9.429
20,335.00,1.143,12.571
20,335.00,1.429,15.714
20,335.00,1.714,18.857
20,335.00,2.000,22.000
