station,x_cm,y_cm,z_cm
0,0.00,-1.000,24.000
0,0.00,-0.857,20.571
0,0.00,-0.714,17.143
0,0.00,-0.571,13.714
0,0.00,-0.429,10.286
0,0.00,-0.286,6.857
0,0.00,-0.143,3.429
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,-0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.000,-0.000
0,0.00,0.143,3.429
0,0.00,0.286,6.857
0,0.00,0.429,10.286
0,0.00,0.571,13.714
0,0.00,0.714,17.143
0,0.00,0.857,20.571
0,0.00,1.000,24.000
1,16.75,-6.563,22.437
1,16.75,-6.072,19.232
1,16.75,-5.581,16.026
1,16.75,-5.089,12.821
1,16.75,-4.598,9.616
1,16.75,-4.107,6.411
1,16.75,-3.615,3.205
1,16.75,-3.124,-0.000
1,16.75,-3.122,-0.126
1,16.75,-3.114,-0.252
1,16.75,-3.101,-0.377
1,16.75,-3.084,-0.501
1,16.75,-3.061,-0.625
1,16.75,-3.033,-0.748
1,16.75,-3.001,-0.870
1,16.75,-2.963,-0.990
1,16.75,-2.921,-1.109
1,16.75,-2.874,-1.225
1,16.75,-2.823,-1.340
1,16.75,-2.766,-1.453
1,16.75,-2.706,-1.563
1,16.75,-2.640,-1.671
1,16.75,-2.571,-1.776
1,16.75,-2.498,-1.878
1,16.75,-2.420,-1.977
1,16.75,-2.338,-2.073
1,16.75,-2.253,-2.166
1,16.75,-2.164,-2.255
1,16.75,-2.072,-2.340
1,16.75,-1.976,-2.421
1,16.75,-1.877,-2.499
1,16.75,-1.775,-2.573
1,16.75,-1.670,-2.642
1,16.75,-1.562,-2.707
1,16.75,-1.452,-2.768
1,16.75,-1.339,-2.824
1,16.75,-1.225,-2.876
1,16.75,-1.108,-2.923
1,16.75,-0.989,-2.965
1,16.75,-0.869,-3.003
1,16.75,-0.748,-3.035
1,16.75,-0.625,-3.063
1,16.75,-0.501,-3.086
1,16.75,-0.377,-3.103
1,16.75,-0.251,-3.116
1,16.75,-0.126,-3.124
1,16.75,-0.000,-3.126
1,16.75,0.126,-3.124
1,16.75,0.251,-3.116
1,16.75,0.377,-3.103
1,16.75,0.501,-3.086
1,16.75,0.625,-3.063
1,16.75,0.748,-3.035
1,16.75,0.869,-3.003
1,16.75,0.989,-2.965
1,16.75,1.108,-2.923
1,16.75,1.225,-2.876
1,16.75,1.339,-2.824
1,16.75,1.452,-2.768
1,16.75,1.562,-2.707
1,16.75,1.670,-2.642
1,16.75,1.775,-2.573
1,16.75,1.877,-2.499
1,16.75,1.976,-2.421
1,16.75,2.072,-2.340
1,16.75,2.164,-2.255
1,16.75,2.253,-2.166
1,16.75,2.338,-2.073
1,16.75,2.420,-1.977
1,16.75,2.498,-1.878
1,16.75,2.571,-1.776
1,16.75,2.640,-1.671
1,16.75,2.706,-1.563
1,16.75,2.766,-1.453
1,16.75,2.823,-1.340
1,16.75,2.874,-1.225
1,16.75,2.921,-1.109
1,16.75,2.963,-0.990
1,16.75,3.001,-0.870
1,16.75,3.033,-0.748
1,16.75,3.061,-0.625
1,16.75,3.084,-0.501
1,16.75,3.101,-0.377
1,16.75,3.114,-0.252
1,16.75,3.122,-0.126
1,16.75,3.124,-0.000
1,16.75,3.615,3.205
1,16.75,4.107,6.411
1,16.75,4.598,9.616
1,16.75,5.089,12.821
1,16.75,5.581,16.026
1,16.75,6.072,19.232
1,16.75,6.563,22.437
2,33.50,-11.915,20.553
2,33.50,-11.199,17.617
2,33.50,-10.484,14.681
2,33.50,-9.769,11.744
2,33.50,-9.054,8.808
2,33.50,-8.338,5.872
2,33.50,-7.623,2.936
2,33.50,-6.908,-0.000
2,33.50,-6.902,-0.278
2,33.50,-6.885,-0.555
2,33.50,-6.857,-0.831
2,33.50,-6.818,-1.106
2,33.50,-6.768,-1.379
2,33.50,-6.707,-1.650
2,33.50,-6.635,-1.919
2,33.50,-6.552,-2.184
2,33.50,-6.459,-2.445
2,33.50,-6.355,-2.703
2,33.50,-6.241,-2.956
2,33.50,-6.116,-3.205
2,33.50,-5.982,-3.448
2,33.50,-5.838,-3.686
2,33.50,-5.685,-3.918
2,33.50,-5.522,-4.143
2,33.50,-5.351,-4.362
2,33.50,-5.170,-4.573
2,33.50,-4.982,-4.777
2,33.50,-4.785,-4.974
2,33.50,-4.581,-5.162
2,33.50,-4.369,-5.342
2,33.50,-4.150,-5.513
2,33.50,-3.924,-5.676
2,33.50,-3.692,-5.829
2,33.50,-3.454,-5.972
2,33.50,-3.210,-6.106
2,33.50,-2.961,-6.231
2,33.50,-2.708,-6.345
2,33.50,-2.449,-6.448
2,33.50,-2.187,-6.541
2,33.50,-1.922,-6.624
2,33.50,-1.653,-6.696
2,33.50,-1.382,-6.757
2,33.50,-1.108,-6.807
2,33.50,-0.833,-6.846
2,33.50,-0.556,-6.874
2,33.50,-0.278,-6.891
2,33.50,-0.000,-6.896
2,33.50,0.278,-6.891
2,33.50,0.556,-6.874
2,33.50,0.833,-6.846
2,33.50,1.108,-6.807
2,33.50,1.382,-6.757
2,33.50,1.653,-6.696
2,33.50,1.922,-6.624
2,33.50,2.187,-6.541
2,33.50,2.449,-6.448
2,33.50,2.708,-6.345
2,33.50,2.961,-6.231
2,33.50,3.210,-6.106
2,33.50,3.454,-5.972
2,33.50,3.692,-5.829
2,33.50,3.924,-5.676
2,33.50,4.150,-5.513
2,33.50,4.369,-5.342
2,33.50,4.581,-5.162
2,33.50,4.785,-4.974
2,33.50,4.982,-4.777
2,33.50,5.170,-4.573
2,33.50,5.351,-4.362
2,33.50,5.522,-4.143
2,33.50,5.685,-3.918
2,33.50,5.838,-3.686
2,33.50,5.982,-3.448
2,33.50,6.116,-3.205
2,33.50,6.241,-2.956
2,33.50,6.355,-2.703
2,33.50,6.459,-2.445
2,33.50,6.552,-2.184
2,33.50,6.635,-1.919
2,33.50,6.707,-1.650
2,33.50,6.768,-1.379
2,33.50,6.818,-1.106
2,33.50,6.857,-0.831
2,33.50,6.885,-0.555
2,33.50,6.902,-0.278
2,33.50,6.908,-0.000
2,33.50,7.623,2.936
2,33.50,8.338,5.872
2,33.50,9.054,8.808
2,33.50,9.769,11.744
2,33.50,10.484,14.681
2,33.50,11.199,17.617
2,33.50,11.915,20.553
3,50.25,-14.294,19.208
3,50.25,-13.612,16.464
3,50.25,-12.931,13.720
3,50.25,-12.249,10.976
3,50.25,-11.567,8.232
3,50.25,-10.886,5.488
3,50.25,-10.204,2.744
3,50.25,-9.522,-0.000
3,50.25,-9.515,-0.385
3,50.25,-9.491,-0.770
3,50.25,-9.453,-1.154
3,50.25,-9.399,-1.536
3,50.25,-9.330,-1.915
3,50.25,-9.246,-2.291
3,50.25,-9.146,-2.664
3,50.25,-9.032,-3.032
3,50.25,-8.904,-3.395
3,50.25,-8.760,-3.753
3,50.25,-8.603,-4.104
3,50.25,-8.432,-4.449
3,50.25,-8.247,-4.787
3,50.25,-8.048,-5.117
3,50.25,-7.837,-5.438
3,50.25,-7.613,-5.751
3,50.25,-7.376,-6.055
3,50.25,-7.128,-6.349
3,50.25,-6.868,-6.632
3,50.25,-6.596,-6.905
3,50.25,-6.314,-7.166
3,50.25,-6.022,-7.416
3,50.25,-5.720,-7.654
3,50.25,-5.409,-7.879
3,50.25,-5.089,-8.092
3,50.25,-4.761,-8.291
3,50.25,-4.425,-8.477
3,50.25,-4.082,-8.649
3,50.25,-3.732,-8.808
3,50.25,-3.377,-8.952
3,50.25,-3.015,-9.081
3,50.25,-2.649,-9.196
3,50.25,-2.279,-9.296
3,50.25,-1.905,-9.380
3,50.25,-1.527,-9.450
3,50.25,-1.148,-9.504
3,50.25,-0.766,-9.543
3,50.25,-0.383,-9.566
3,50.25,-0.000,-9.574
3,50.25,0.383,-9.566
3,50.25,0.766,-9.543
3,50.25,1.148,-9.504
3,50.25,1.527,-9.450
3,50.25,1.905,-9.380
3,50.25,2.279,-9.296
3,50.25,2.649,-9.196
3,50.25,3.015,-9.081
3,50.25,3.377,-8.952
3,50.25,3.732,-8.808
3,50.25,4.082,-8.649
3,50.25,4.425,-8.477
3,50.25,4.761,-8.291
3,50.25,5.089,-8.092
3,50.25,5.409,-7.879
3,50.25,5.720,-7.654
3,50.25,6.022,-7.416
3,50.25,6.314,-7.166
3,50.25,6.596,-6.905
3,50.25,6.868,-6.632
3,50.25,7.128,-6.349
3,50.25,7.376,-6.055
3,50.25,7.613,-5.751
3,50.25,7.837,-5.438
3,50.25,8.048,-5.117
3,50.25,8.247,-4.787
3,50.25,8.432,-4.449
3,50.25,8.603,-4.104
3,50.25,8.760,-3.753
3,50.25,8.904,-3.395
3,50.25,9.032,-3.032
3,50.25,9.146,-2.664
3,50.25,9.246,-2.291
3,50.25,9.330,-1.915
3,50.25,9.399,-1.536
3,50.25,9.453,-1.154
3,50.25,9.491,-0.770
3,50.25,9.515,-0.385
3,50.25,9.522,-0.000
3,50.25,10.204,2.744
3,50.25,10.886,5.488
3,50.25,11.567,8.232
3,50.25,12.249,10.976
3,50.25,12.931,13.720
3,50.25,13.612,16.464
3,50.25,14.294,19.208
4,67.00,-15.779,18.151
4,67.00,-15.189,15.558
4,67.00,-14.599,12.965
4,67.00,-14.010,10.372
4,67.00,-13.420,7.779
4,67.00,-12.831,5.186
4,67.00,-12.241,2.593
4,67.00,-11.651,-0.000
4,67.00,-11.642,-0.471
4,67.00,-11.613,-0.941
4,67.00,-11.566,-1.409
4,67.00,-11.500,-1.875
4,67.00,-11.416,-2.338
4,67.00,-11.313,-2.798
4,67.00,-11.191,-3.252
4,67.00,-11.052,-3.702
4,67.00,-10.894,-4.145
4,67.00,-10.719,-4.582
4,67.00,-10.526,-5.012
4,67.00,-10.317,-5.433
4,67.00,-10.090,-5.845
4,67.00,-9.848,-6.248
4,67.00,-9.589,-6.641
4,67.00,-9.315,-7.023
4,67.00,-9.025,-7.394
4,67.00,-8.721,-7.752
4,67.00,-8.403,-8.098
4,67.00,-8.071,-8.431
4,67.00,-7.726,-8.750
4,67.00,-7.369,-9.055
4,67.00,-6.999,-9.346
4,67.00,-6.619,-9.621
4,67.00,-6.227,-9.881
4,67.00,-5.826,-10.124
4,67.00,-5.415,-10.351
4,67.00,-4.995,-10.562
4,67.00,-4.567,-10.755
4,67.00,-4.132,-10.931
4,67.00,-3.690,-11.089
4,67.00,-3.242,-11.229
4,67.00,-2.788,-11.351
4,67.00,-2.331,-11.454
4,67.00,-1.869,-11.539
4,67.00,-1.404,-11.605
4,67.00,-0.938,-11.652
4,67.00,-0.469,-11.681
4,67.00,-0.000,-11.690
4,67.00,0.469,-11.681
4,67.00,0.938,-11.652
4,67.00,1.404,-11.605
4,67.00,1.869,-11.539
4,67.00,2.331,-11.454
4,67.00,2.788,-11.351
4,67.00,3.242,-11.229
4,67.00,3.690,-11.089
4,67.00,4.132,-10.931
4,67.00,4.567,-10.755
4,67.00,4.995,-10.562
4,67.00,5.415,-10.351
4,67.00,5.826,-10.124
4,67.00,6.227,-9.881
4,67.00,6.619,-9.621
4,67.00,6.999,-9.346
4,67.00,7.369,-9.055
4,67.00,7.726,-8.750
4,67.00,8.071,-8.431
4,67.00,8.403,-8.098
4,67.00,8.721,-7.752
4,67.00,9.025,-7.394
4,67.00,9.315,-7.023
4,67.00,9.589,-6.641
4,67.00,9.848,-6.248
4,67.00,10.090,-5.845
4,67.00,10.317,-5.433
4,67.00,10.526,-5.012
4,67.00,10.719,-4.582
4,67.00,10.894,-4.145
4,67.00,11.052,-3.702
4,67.00,11.191,-3.252
4,67.00,11.313,-2.798
4,67.00,11.416,-2.338
4,67.00,11.500,-1.875
4,67.00,11.566,-1.409
4,67.00,11.613,-0.941
4,67.00,11.642,-0.471
4,67.00,11.651,-0.000
4,67.00,12.241,2.593
4,67.00,12.831,5.186
4,67.00,13.420,7.779
4,67.00,14.010,10.372
4,67.00,14.599,12.965
4,67.00,15.189,15.558
4,67.00,15.779,18.151
5,83.75,-16.955,17.455
5,83.75,-16.462,14.961
5,83.75,-15.968,12.468
5,83.75,-15.475,9.974
5,83.75,-14.982,7.481
5,83.75,-14.488,4.987
5,83.75,-13.995,2.494
5,83.75,-13.502,-0.000
5,83.75,-13.491,-0.529
5,83.75,-13.458,-1.057
5,83.75,-13.403,-1.584
5,83.75,-13.327,-2.108
5,83.75,-13.229,-2.628
5,83.75,-13.109,-3.144
5,83.75,-12.968,-3.655
5,83.75,-12.807,-4.161
5,83.75,-12.624,-4.659
5,83.75,-12.421,-5.150
5,83.75,-12.198,-5.632
5,83.75,-11.955,-6.106
5,83.75,-11.693,-6.569
5,83.75,-11.411,-7.022
5,83.75,-11.112,-7.464
5,83.75,-10.794,-7.893
5,83.75,-10.458,-8.309
5,83.75,-10.106,-8.712
5,83.75,-9.737,-9.101
5,83.75,-9.353,-9.476
5,83.75,-8.953,-9.834
5,83.75,-8.539,-10.177
5,83.75,-8.111,-10.503
5,83.75,-7.670,-10.813
5,83.75,-7.216,-11.105
5,83.75,-6.751,-11.378
5,83.75,-6.274,-11.634
5,83.75,-5.788,-11.870
5,83.75,-5.292,-12.087
5,83.75,-4.788,-12.285
5,83.75,-4.276,-12.462
5,83.75,-3.756,-12.620
5,83.75,-3.231,-12.757
5,83.75,-2.701,-12.873
5,83.75,-2.166,-12.968
5,83.75,-1.627,-13.043
5,83.75,-1.086,-13.096
5,83.75,-0.544,-13.128
5,83.75,-0.000,-13.139
5,83.75,0.544,-13.128
5,83.75,1.086,-13.096
5,83.75,1.627,-13.043
5,83.75,2.166,-12.968
5,83.75,2.701,-12.873
5,83.75,3.231,-12.757
5,83.75,3.756,-12.620
5,83.75,4.276,-12.462
5,83.75,4.788,-12.285
5,83.75,5.292,-12.087
5,83.75,5.788,-11.870
5,83.75,6.274,-11.634
5,83.75,6.751,-11.378
5,83.75,7.216,-11.105
5,83.75,7.670,-10.813
5,83.75,8.111,-10.503
5,83.75,8.539,-10.177
5,83.75,8.953,-9.834
5,83.75,9.353,-9.476
5,83.75,9.737,-9.101
5,83.75,10.106,-8.712
5,83.75,10.458,-8.309
5,83.75,10.794,-7.893
5,83.75,11.112,-7.464
5,83.75,11.411,-7.022
5,83.75,11.693,-6.569
5,83.75,11.955,-6.106
5,83.75,12.198,-5.632
5,83.75,12.421,-5.150
5,83.75,12.624,-4.659
5,83.75,12.807,-4.161
5,83.75,12.968,-3.655
5,83.75,13.109,-3.144
5,83.75,13.229,-2.628
5,83.75,13.327,-2.108
5,83.75,13.403,-1.584
5,83.75,13.458,-1.057
5,83.75,13.491,-0.529
5,83.75,13.502,-0.000
5,83.75,13.995,2.494
5,83.75,14.488,4.987
5,83.75,14.982,7.481
5,83.75,15.475,9.974
5,83.75,15.968,12.468
5,83.75,16.462,14.961
5,83.75,16.955,17.455
6,100.50,-18.031,16.987
6,100.50,-17.604,14.560
6,100.50,-17.177,12.134
6,100.50,-16.749,9.707
6,100.50,-16.322,7.280
6,100.50,-15.895,4.853
6,100.50,-15.467,2.427
6,100.50,-15.040,-0.000
6,100.50,-15.028,-0.565
6,100.50,-14.991,-1.128
6,100.50,-14.931,-1.690
6,100.50,-14.845,-2.249
6,100.50,-14.736,-2.804
6,100.50,-14.603,-3.355
6,100.50,-14.446,-3.901
6,100.50,-14.266,-4.440
6,100.50,-14.063,-4.972
6,100.50,-13.837,-5.495
6,100.50,-13.588,-6.010
6,100.50,-13.317,-6.515
6,100.50,-13.025,-7.010
6,100.50,-12.712,-7.493
6,100.50,-12.378,-7.964
6,100.50,-12.024,-8.422
6,100.50,-11.650,-8.867
6,100.50,-11.258,-9.297
6,100.50,-10.847,-9.712
6,100.50,-10.419,-10.111
6,100.50,-9.973,-10.494
6,100.50,-9.512,-10.860
6,100.50,-9.035,-11.208
6,100.50,-8.544,-11.538
6,100.50,-8.038,-11.850
6,100.50,-7.520,-12.142
6,100.50,-6.990,-12.414
6,100.50,-6.448,-12.666
6,100.50,-5.895,-12.898
6,100.50,-5.333,-13.109
6,100.50,-4.763,-13.298
6,100.50,-4.184,-13.466
6,100.50,-3.599,-13.613
6,100.50,-3.008,-13.737
6,100.50,-2.413,-13.838
6,100.50,-1.813,-13.918
6,100.50,-1.210,-13.975
6,100.50,-0.606,-14.009
6,100.50,-0.000,-14.020
6,100.50,0.606,-14.009
6,100.50,1.210,-13.975
6,100.50,1.813,-13.918
6,100.50,2.413,-13.838
6,100.50,3.008,-13.737
6,100.50,3.599,-13.613
6,100.50,4.184,-13.466
6,100.50,4.763,-13.298
6,100.50,5.333,-13.109
6,100.50,5.895,-12.898
6,100.50,6.448,-12.666
6,100.50,6.990,-12.414
6,100.50,7.520,-12.142
6,100.50,8.038,-11.850
6,100.50,8.544,-11.538
6,100.50,9.035,-11.208
6,100.50,9.512,-10.860
6,100.50,9.973,-10.494
6,100.50,10.419,-10.111
6,100.50,10.847,-9.712
6,100.50,11.258,-9.297
6,100.50,11.650,-8.867
6,100.50,12.024,-8.422
6,100.50,12.378,-7.964
6,100.50,12.712,-7.493
6,100.50,13.025,-7.010
6,100.50,13.317,-6.515
6,100.50,13.588,-6.010
6,100.50,13.837,-5.495
6,100.50,14.063,-4.972
6,100.50,14.266,-4.440
6,100.50,14.446,-3.901
6,100.50,14.603,-3.355
6,100.50,14.736,-2.804
6,100.50,14.845,-2.249
6,100.50,14.931,-1.690
6,100.50,14.991,-1.128
6,100.50,15.028,-0.565
6,100.50,15.040,-0.000
6,100.50,15.467,2.427
6,100.50,15.895,4.853
6,100.50,16.322,7.280
6,100.50,16.749,9.707
6,100.50,17.177,12.134
6,100.50,17.604,14.560
6,100.50,18.031,16.987
7,117.25,-19.027,16.565
7,117.25,-18.618,14.198
7,117.25,-18.209,11.832
7,117.25,-17.799,9.466
7,117.25,-17.390,7.099
7,117.25,-16.981,4.733
7,117.25,-16.572,2.366
7,117.25,-16.162,-0.000
7,117.25,-16.149,-0.585
7,117.25,-16.110,-1.169
7,117.25,-16.045,-1.752
7,117.25,-15.953,-2.331
7,117.25,-15.836,-2.907
7,117.25,-15.693,-3.478
7,117.25,-15.524,-4.043
7,117.25,-15.331,-4.602
7,117.25,-15.112,-5.154
7,117.25,-14.869,-5.696
7,117.25,-14.602,-6.230
7,117.25,-14.311,-6.754
7,117.25,-13.997,-7.267
7,117.25,-13.660,-7.767
7,117.25,-13.301,-8.256
7,117.25,-12.921,-8.731
7,117.25,-12.519,-9.191
7,117.25,-12.098,-9.637
7,117.25,-11.656,-10.067
7,117.25,-11.196,-10.481
7,117.25,-10.718,-10.878
7,117.25,-10.222,-11.257
7,117.25,-9.709,-11.618
7,117.25,-9.181,-11.960
7,117.25,-8.638,-12.283
7,117.25,-8.081,-12.586
7,117.25,-7.511,-12.868
7,117.25,-6.929,-13.130
7,117.25,-6.335,-13.370
7,117.25,-5.731,-13.589
7,117.25,-5.118,-13.785
7,117.25,-4.497,-13.959
7,117.25,-3.868,-14.111
7,117.25,-3.233,-14.239
7,117.25,-2.593,-14.345
7,117.25,-1.948,-14.427
7,117.25,-1.301,-14.486
7,117.25,-0.651,-14.521
7,117.25,-0.000,-14.533
7,117.25,0.651,-14.521
7,117.25,1.301,-14.486
7,117.25,1.948,-14.427
7,117.25,2.593,-14.345
7,117.25,3.233,-14.239
7,117.25,3.868,-14.111
7,117.25,4.497,-13.959
7,117.25,5.118,-13.785
7,117.25,5.731,-13.589
7,117.25,6.335,-13.370
7,117.25,6.929,-13.130
7,117.25,7.511,-12.868
7,117.25,8.081,-12.586
7,117.25,8.638,-12.283
7,117.25,9.181,-11.960
7,117.25,9.709,-11.618
7,117.25,10.222,-11.257
7,117.25,10.718,-10.878
7,117.25,11.196,-10.481
7,117.25,11.656,-10.067
7,117.25,12.098,-9.637
7,117.25,12.519,-9.191
7,117.25,12.921,-8.731
7,117.25,13.301,-8.256
7,117.25,13.660,-7.767
7,117.25,13.997,-7.267
7,117.25,14.311,-6.754
7,117.25,14.602,-6.230
7,117.25,14.869,-5.696
7,117.25,15.112,-5.154
7,117.25,15.331,-4.602
7,117.25,15.524,-4.043
7,117.25,15.693,-3.478
7,117.25,15.836,-2.907
7,117.25,15.953,-2.331
7,117.25,16.045,-1.752
7,117.25,16.110,-1.169
7,117.25,16.149,-0.585
7,117.25,16.162,-0.000
7,117.25,16.572,2.366
7,117.25,16.981,4.733
7,117.25,17.390,7.099
7,117.25,17.799,9.466
7,117.25,18.209,11.832
7,117.25,18.618,14.198
7,117.25,19.027,16.565
8,134.00,-19.806,16.149
8,134.00,-19.385,13.842
8,134.00,-18.963,11.535
8,134.00,-18.542,9.228
8,134.00,-18.120,6.921
8,134.00,-17.698,4.614
8,134.00,-17.277,2.307
8,134.00,-16.855,-0.000
8,134.00,-16.841,-0.599
8,134.00,-16.800,-1.197
8,134.00,-16.732,-1.793
8,134.00,-16.637,-2.387
8,134.00,-16.514,-2.976
8,134.00,-16.365,-3.561
8,134.00,-16.189,-4.139
8,134.00,-15.988,-4.712
8,134.00,-15.760,-5.276
8,134.00,-15.506,-5.832
8,134.00,-15.228,-6.378
8,134.00,-14.924,-6.914
8,134.00,-14.597,-7.439
8,134.00,-14.246,-7.952
8,134.00,-13.871,-8.452
8,134.00,-13.475,-8.938
8,134.00,-13.056,-9.410
8,134.00,-12.616,-9.866
8,134.00,-12.156,-10.307
8,134.00,-11.676,-10.730
8,134.00,-11.177,-11.137
8,134.00,-10.660,-11.525
8,134.00,-10.125,-11.895
8,134.00,-9.575,-12.245
8,134.00,-9.008,-12.575
8,134.00,-8.427,-12.885
8,134.00,-7.833,-13.174
8,134.00,-7.226,-13.442
8,134.00,-6.607,-13.688
8,134.00,-5.977,-13.912
8,134.00,-5.337,-14.113
8,134.00,-4.689,-14.291
8,134.00,-4.034,-14.446
8,134.00,-3.371,-14.578
8,134.00,-2.704,-14.686
8,134.00,-2.032,-14.770
8,134.00,-1.356,-14.830
8,134.00,-0.679,-14.866
8,134.00,-0.000,-14.879
8,134.00,0.679,-14.866
8,134.00,1.356,-14.830
8,134.00,2.032,-14.770
8,134.00,2.704,-14.686
8,134.00,3.371,-14.578
8,134.00,4.034,-14.446
8,134.00,4.689,-14.291
8,134.00,5.337,-14.113
8,134.00,5.977,-13.912
8,134.00,6.607,-13.688
8,134.00,7.226,-13.442
8,134.00,7.833,-13.174
8,134.00,8.427,-12.885
8,134.00,9.008,-12.575
8,134.00,9.575,-12.245
8,134.00,10.125,-11.895
8,134.00,10.660,-11.525
8,134.00,11.177,-11.137
8,134.00,11.676,-10.730
8,134.00,12.156,-10.307
8,134.00,12.616,-9.866
8,134.00,13.056,-9.410
8,134.00,13.475,-8.938
8,134.00,13.871,-8.452
8,134.00,14.246,-7.952
8,134.00,14.597,-7.439
8,134.00,14.924,-6.914
8,134.00,15.228,-6.378
8,134.00,15.506,-5.832
8,134.00,15.760,-5.276
8,134.00,15.988,-4.712
8,134.00,16.189,-4.139
8,134.00,16.365,-3.561
8,134.00,16.514,-2.976
8,134.00,16.637,-2.387
8,134.00,16.732,-1.793
8,134.00,16.800,-1.197
8,134.00,16.841,-0.599
8,134.00,16.855,-0.000
8,134.00,17.277,2.307
8,134.00,17.698,4.614
8,134.00,18.120,6.921
8,134.00,18.542,9.228
8,134.00,18.963,11.535
8,134.00,19.385,13.842
8,134.00,19.806,16.149
9,150.75,-20.213,15.744
9,150.75,-19.774,13.495
9,150.75,-19.335,11.246
9,150.75,-18.896,8.997
9,150.75,-18.456,6.748
9,150.75,-18.017,4.498
9,150.75,-17.578,2.249
9,150.75,-17.138,-0.000
9,150.75,-17.124,-0.613
9,150.75,-17.083,-1.226
9,150.75,-17.013,-1.836
9,150.75,-16.916,-2.444
9,150.75,-16.792,-3.047
9,150.75,-16.640,-3.646
9,150.75,-16.462,-4.239
9,150.75,-16.256,-4.824
9,150.75,-16.025,-5.402
9,150.75,-15.767,-5.972
9,150.75,-15.484,-6.531
9,150.75,-15.175,-7.080
9,150.75,-14.842,-7.617
9,150.75,-14.485,-8.142
9,150.75,-14.105,-8.654
9,150.75,-13.701,-9.152
9,150.75,-13.275,-9.635
9,150.75,-12.828,-10.103
9,150.75,-12.360,-10.554
9,150.75,-11.872,-10.987
9,150.75,-11.365,-11.403
9,150.75,-10.839,-11.801
9,150.75,-10.296,-12.179
9,150.75,-9.736,-12.538
9,150.75,-9.160,-12.876
9,150.75,-8.569,-13.194
9,150.75,-7.965,-13.490
9,150.75,-7.347,-13.764
9,150.75,-6.718,-14.016
9,150.75,-6.077,-14.245
9,150.75,-5.427,-14.451
9,150.75,-4.768,-14.633
9,150.75,-4.101,-14.792
9,150.75,-3.428,-14.927
9,150.75,-2.749,-15.038
9,150.75,-2.066,-15.124
9,150.75,-1.379,-15.185
9,150.75,-0.690,-15.222
9,150.75,-0.000,-15.235
9,150.75,0.690,-15.222
9,150.75,1.379,-15.185
9,150.75,2.066,-15.124
9,150.75,2.749,-15.038
9,150.75,3.428,-14.927
9,150.75,4.101,-14.792
9,150.75,4.768,-14.633
9,150.75,5.427,-14.451
9,150.75,6.077,-14.245
9,150.75,6.718,-14.016
9,150.75,7.347,-13.764
9,150.75,7.965,-13.490
9,150.75,8.569,-13.194
9,150.75,9.160,-12.876
9,150.75,9.736,-12.538
9,150.75,10.296,-12.179
9,150.75,10.839,-11.801
9,150.75,11.365,-11.403
9,150.75,11.872,-10.987
9,150.75,12.360,-10.554
9,150.75,12.828,-10.103
9,150.75,13.275,-9.635
9,150.75,13.701,-9.152
9,150.75,14.105,-8.654
9,150.75,14.485,-8.142
