station,x_m,y_m,z_m
14,7.5420,0.5842,-0.1319
14,7.5420,0.5905,-0.1134
14,7.5420,0.5959,-0.0948
14,7.5420,0.6003,-0.0760
14,7.5420,0.6038,-0.0571
14,7.5420,0.6063,-0.0381
14,7.5420,0.6079,-0.0191
14,7.5420,0.6085,-0.0000
14,7.5420,0.6120,0.0554
14,7.5420,0.6154,0.1108
14,7.5420,0.6188,0.1662
14,7.5420,0.6222,0.2216
14,7.5420,0.6257,0.2770
14,7.5420,0.6291,0.3324
14,7.5420,0.6325,0.3878
14,7.5420,0.6360,0.4432
14,7.5420,0.6394,0.4986
14,7.5420,0.6428,0.5540
14,7.5420,0.6462,0.6094
14,7.5420,0.6497,0.6648
15,8.1088,-0.5035,0.6724
15,8.1088,-0.5004,0.6164
15,8.1088,-0.4974,0.5604
15,8.1088,-0.4944,0.5043
15,8.1088,-0.4914,0.4483
15,8.1088,-0.4884,0.3923
15,8.1088,-0.4854,0.3362
15,8.1088,-0.4823,0.2802
15,8.1088,-0.4793,0.2241
15,8.1088,-0.4763,0.1681
15,8.1088,-0.4733,0.1121
15,8.1088,-0.4703,0.0560
15,8.1088,-0.4673,-0.0000
15,8.1088,-0.4668,-0.0189
15,8.1088,-0.4655,-0.0378
15,8.1088,-0.4636,-0.0566
15,8.1088,-0.4609,-0.0754
15,8.1088,-0.4575,-0.0940
15,8.1088,-0.4534,-0.1125
15,8.1088,-0.4486,-0.1308
15,8.1088,-0.4430,-0.1489
15,8.1088,-0.4368,-0.1668
15,8.1088,-0.4299,-0.1844
15,8.1088,-0.4223,-0.2017
15,8.1088,-0.4141,-0.2187
15,8.1088,-0.4052,-0.2354
15,8.1088,-0.3957,-0.2517
15,8.1088,-0.3855,-0.2676
15,8.1088,-0.3748,-0.2831
15,8.1088,-0.3634,-0.2982
15,8.1088,-0.3515,-0.3128
15,8.1088,-0.3391,-0.3269
15,8.1088,-0.3258,-0.3401
15,8.1088,-0.3118,-0.3524
15,8.1088,-0.2972,-0.3642
15,8.1088,-0.2822,-0.3754
15,8.1088,-0.2668,-0.3860
15,8.1088,-0.2509,-0.3961
15,8.1088,-0.2347,-0.4055
15,8.1088,-0.2181,-0.4142
15,8.1088,-0.2011,-0.4224
15,8.1088,-0.1838,-0.4298
15,8.1088,-0.1663,-0.4366
15,8.1088,-0.1485,-0.4428
15,8.1088,-0.1304,-0.4482
15,8.1088,-0.1122,-0.4529
15,8.1088,-0.0937,-0.4569
15,8.1088,-0.0752,-0.4602
15,8.1088,-0.0565,-0.4628
15,8.1088,-0.0377,-0.4646
15,8.1088,-0.0189,-0.4657
15,8.1088,-0.0000,-0.4661
15,8.1088,0.0189,-0.4657
15,8.1088,0.0377,-0.4646
15,8.1088,0.0565,-0.4628
15,8.1088,0.0752,-0.4602
15,8.1088,0.0937,-0.4569
15,8.1088,0.1122,-0.4529
15,8.1088,0.1304,-0.4482
15,8.1088,0.1485,-0.4428
15,8.1088,0.1663,-0.4366
15,8.1088,0.1838,-0.4298
15,8.1088,0.2011,-0.4224
15,8.1088,0.2181,-0.4142
15,8.1088,0.2347,-0.4055
15,8.1088,0.2509,-0.3961
15,8.1088,0.2668,-0.3860
15,8.1088,0.2822,-0.3754
15,8.1088,0.2972,-0.3642
15,8.1088,0.3118,-0.3524
15,8.1088,0.3258,-0.3401
15,8.1088,0.3391,-0.3269
15,8.1088,0.3515,-0.3128
15,8.1088,0.3634,-0.2982
15,8.1088,0.3748,-0.2831
15,8.1088,0.3855,-0.2676
15,8.1088,0.3957,-0.2517
15,8.1088,0.4052,-0.2354
15,8.1088,0.4141,-0.2187
15,8.1088,0.4223,-0.2017
15,8.1088,0.4299,-0.1844
15,8.1088,0.4368,-0.1668
15,8.1088,0.4430,-0.1489
15,8.1088,0.4486,-0.1308
15,8.1088,0.4534,-0.1125
15,8.1088,0.4575,-0.0940
15,8.1088,0.4609,-0.0754
15,8.1088,0.4636,-0.0566
15,8.1088,0.4655,-0.0378
15,8.1088,0.4668,-0.0189
15,8.1088,0.4673,-0.0000
15,8.1088,0.4703,0.0560
15,8.1088,0.4733,0.1121
15,8.1088,0.4763,0.1681
15,8.1088,0.4793,0.2241
15,8.1088,0.4823,0.2802
15,8.1088,0.4854,0.3362
15,8.1088,0.4884,0.3923
15,8.1088,0.4914,0.4483
15,8.1088,0.4944,0.5043
15,8.1088,0.4974,0.5604
15,8.1088,0.5004,0.6164
15,8.1088,0.5035,0.6724
16,8.5928,-0.3874,0.6841
16,8.5928,-0.3847,0.6271
16,8.5928,-0.3820,0.5701
16,8.5928,-0.3794,0.5131
16,8.5928,-0.3767,0.4561
16,8.5928,-0.3740,0.3991
16,8.5928,-0.3713,0.3421
16,8.5928,-0.3687,0.2851
16,8.5928,-0.3660,0.2280
16,8.5928,-0.3633,0.1710
16,8.5928,-0.3606,0.1140
16,8.5928,-0.3580,0.0570
16,8.5928,-0.3553,-0.0000
16,8.5928,-0.3549,-0.0187
16,8.5928,-0.3540,-0.0374
16,8.5928,-0.3525,-0.0561
16,8.5928,-0.3505,-0.0746
16,8.5928,-0.3479,-0.0931
16,8.5928,-0.3447,-0.1114
16,8.5928,-0.3411,-0.1295
16,8.5928,-0.3369,-0.1475
16,8.5928,-0.3321,-0.1652
16,8.5928,-0.3269,-0.1826
16,8.5928,-0.3211,-0.1998
16,8.5928,-0.3149,-0.2166
16,8.5928,-0.3081,-0.2331
16,8.5928,-0.3009,-0.2493
16,8.5928,-0.2932,-0.2651
16,8.5928,-0.2850,-0.2804
16,8.5928,-0.2764,-0.2953
16,8.5928,-0.2674,-0.3098
16,8.5928,-0.2579,-0.3238
16,8.5928,-0.2479,-0.3369
16,8.5928,-0.2372,-0.3491
16,8.5928,-0.2261,-0.3607
16,8.5928,-0.2147,-0.3717
16,8.5928,-0.2029,-0.3822
16,8.5928,-0.1909,-0.3921
16,8.5928,-0.1785,-0.4014
16,8.5928,-0.1659,-0.4100
16,8.5928,-0.1530,-0.4180
16,8.5928,-0.1398,-0.4254
16,8.5928,-0.1265,-0.4321
16,8.5928,-0.1129,-0.4381
16,8.5928,-0.0992,-0.4435
16,8.5928,-0.0853,-0.4481
16,8.5928,-0.0713,-0.4521
16,8.5928,-0.0572,-0.4553
16,8.5928,-0.0430,-0.4579
16,8.5928,-0.0287,-0.4597
16,8.5928,-0.0143,-0.4608
16,8.5928,-0.0000,-0.4612
16,8.5928,0.0143,-0.4608
16,8.5928,0.0287,-0.4597
16,8.5928,0.0430,-0.4579
16,8.5928,0.0572,-0.4553
16,8.5928,0.0713,-0.4521
16,8.5928,0.0853,-0.4481
16,8.5928,0.0992,-0.4435
16,8.5928,0.1129,-0.4381
16,8.5928,0.1265,-0.4321
16,8.5928,0.1398,-0.4254
16,8.5928,0.1530,-0.4180
16,8.5928,0.1659,-0.4100
16,8.5928,0.1785,-0.4014
16,8.5928,0.1909,-0.3921
16,8.5928,0.2029,-0.3822
16,8.5928,0.2147,-0.3717
16,8.5928,0.2261,-0.3607
16,8.5928,0.2372,-0.3491
16,8.5928,0.2479,-0.3369
16,8.5928,0.2579,-0.3238
16,8.5928,0.2674,-0.3098
16,8.5928,0.2764,-0.2953
16,8.5928,0.2850,-0.2804
16,8.5928,0.2932,-0.2651
16,8.5928,0.3009,-0.2493
16,8.5928,0.3081,-0.2331
16,8.5928,0.3149,-0.2166
16,8.5928,0.3211,-0.1998
16,8.5928,0.3269,-0.1826
16,8.5928,0.3321,-0.1652
16,8.5928,0.3369,-0.1475
16,8.5928,0.3411,-0.1295
16,8.5928,0.3447,-0.1114
16,8.5928,0.3479,-0.0931
16,8.5928,0.3505,-0.0746
16,8.5928,0.3525,-0.0561
16,8.5928,0.3540,-0.0374
16,8.5928,0.3549,-0.0187
16,8.5928,0.3553,-0.0000
16,8.5928,0.3580,0.0570
16,8.5928,0.3606,0.1140
16,8.5928,0.3633,0.1710
16,8.5928,0.3660,0.2280
16,8.5928,0.3687,0.2851
16,8.5928,0.3713,0.3421
16,8.5928,0.3740,0.3991
16,8.5928,0.3767,0.4561
16,8.5928,0.3794,0.5131
16,8.5928,0.3820,0.5701
16,8.5928,0.3847,0.6271
16,8.5928,0.3874,0.6841
17,8.9823,-0.3106,0.6972
17,8.9823,-0.3082,0.6391
17,8.9823,-0.3058,0.5810
17,8.9823,-0.3034,0.5229
17,8.9823,-0.3010,0.4648
17,8.9823,-0.2986,0.4067
17,8.9823,-0.2962,0.3486
17,8.9823,-0.2938,0.2905
17,8.9823,-0.2914,0.2324
17,8.9823,-0.2890,0.1743
17,8.9823,-0.2866,0.1162
17,8.9823,-0.2842,0.0581
17,8.9823,-0.2818,-0.0000
17,8.9823,-0.2815,-0.0186
17,8.9823,-0.2808,-0.0371
17,8.9823,-0.2796,-0.0556
17,8.9823,-0.2780,-0.0740
17,8.9823,-0.2759,-0.0922
17,8.9823,-0.2734,-0.1104
17,8.9823,-0.2705,-0.1283
17,8.9823,-0.2672,-0.1461
17,8.9823,-0.2634,-0.1636
17,8.9823,-0.2593,-0.1809
17,8.9823,-0.2547,-0.1979
17,8.9823,-0.2498,-0.2146
17,8.9823,-0.2444,-0.2310
17,8.9823,-0.2387,-0.2470
17,8.9823,-0.2326,-0.2627
17,8.9823,-0.2261,-0.2779
17,8.9823,-0.2193,-0.2927
17,8.9823,-0.2121,-0.3070
17,8.9823,-0.2046,-0.3209
17,8.9823,-0.1967,-0.3339
17,8.9823,-0.1882,-0.3459
17,8.9823,-0.1794,-0.3574
17,8.9823,-0.1703,-0.3683
17,8.9823,-0.1610,-0.3786
17,8.9823,-0.1514,-0.3884
17,8.9823,-0.1416,-0.3976
17,8.9823,-0.1316,-0.4061
17,8.9823,-0.1213,-0.4140
17,8.9823,-0.1109,-0.4213
17,8.9823,-0.1003,-0.4279
17,8.9823,-0.0896,-0.4339
17,8.9823,-0.0787,-0.4392
17,8.9823,-0.0677,-0.4438
17,8.9823,-0.0566,-0.4477
17,8.9823,-0.0454,-0.4509
17,8.9823,-0.0341,-0.4534
17,8.9823,-0.0227,-0.4552
17,8.9823,-0.0114,-0.4562
17,8.9823,-0.0000,-0.4566
17,8.9823,0.0114,-0.4562
17,8.9823,0.0227,-0.4552
17,8.9823,0.0341,-0.4534
17,8.9823,0.0454,-0.4509
17,8.9823,0.0566,-0.4477
17,8.9823,0.0677,-0.4438
17,8.9823,0.0787,-0.4392
17,8.9823,0.0896,-0.4339
17,8.9823,0.1003,-0.4279
17,8.9823,0.1109,-0.4213
17,8.9823,0.1213,-0.4140
17,8.9823,0.1316,-0.4061
17,8.9823,0.1416,-0.3976
17,8.9823,0.1514,-0.3884
17,8.9823,0.1610,-0.3786
17,8.9823,0.1703,-0.3683
17,8.9823,0.1794,-0.3574
17,8.9823,0.1882,-0.3459
17,8.9823,0.1967,-0.3339
17,8.9823,0.2046,-0.3209
17,8.9823,0.2121,-0.3070
17,8.9823,0.2193,-0.2927
17,8.9823,0.2261,-0.2779
17,8.9823,0.2326,-0.2627
17,8.9823,0.2387,-0.2470
17,8.9823,0.2444,-0.2310
17,8.9823,0.2498,-0.2146
17,8.9823,0.2547,-0.1979
17,8.9823,0.2593,-0.1809
17,8.9823,0.2634,-0.1636
17,8.9823,0.2672,-0.1461
17,8.9823,0.2705,-0.1283
17,8.9823,0.2734,-0.1104
17,8.9823,0.2759,-0.0922
17,8.9823,0.2780,-0.0740
17,8.9823,0.2796,-0.0556
17,8.9823,0.2808,-0.0371
17,8.9823,0.2815,-0.0186
17,8.9823,0.2818,-0.0000
17,8.9823,0.2842,0.0581
17,8.9823,0.2866,0.1162
17,8.9823,0.2890,0.1743
17,8.9823,0.2914,0.2324
17,8.9823,0.2938,0.2905
17,8.9823,0.2962,0.3486
17,8.9823,0.2986,0.4067
17,8.9823,0.3010,0.4648
17,8.9823,0.3034,0.5229
17,8.9823,0.3058,0.5810
17,8.9823,0.3082,0.6391
17,8.9823,0.3106,0.6972
18,9.2675,-0.2714,0.7090
18,9.2675,-0.2692,0.6499
18,9.2675,-0.2670,0.5908
18,9.2675,-0.2648,0.5317
18,9.2675,-0.2626,0.4727
18,9.2675,-0.2604,0.4136
18,9.2675,-0.2582,0.3545
18,9.2675,-0.2560,0.2954
18,9.2675,-0.2538,0.2363
18,9.2675,-0.2516,0.1772
18,9.2675,-0.2494,0.1182
18,9.2675,-0.2472,0.0591
18,9.2675,-0.2450,-0.0000
18,9.2675,-0.2447,-0.0184
18,9.2675,-0.2440,-0.0368
18,9.2675,-0.2430,-0.0552
18,9.2675,-0.2416,-0.0734
18,9.2675,-0.2398,-0.0916
18,9.2675,-0.2377,-0.1096
18,9.2675,-0.2351,-0.1274
18,9.2675,-0.2323,-0.1450
18,9.2675,-0.2290,-0.1624
18,9.2675,-0.2254,-0.1796
18,9.2675,-0.2214,-0.1965
18,9.2675,-0.2171,-0.2131
18,9.2675,-0.2125,-0.2293
18,9.2675,-0.2075,-0.2452
18,9.2675,-0.2022,-0.2607
18,9.2675,-0.1966,-0.2759
18,9.2675,-0.1906,-0.2906
18,9.2675,-0.1844,-0.3048
18,9.2675,-0.1779,-0.3186
18,9.2675,-0.1710,-0.3314
18,9.2675,-0.1636,-0.3433
18,9.2675,-0.1560,-0.3547
18,9.2675,-0.1481,-0.3655
18,9.2675,-0.1400,-0.3758
18,9.2675,-0.1316,-0.3855
18,9.2675,-0.1231,-0.3946
18,9.2675,-0.1144,-0.4030
18,9.2675,-0.1055,-0.4109
18,9.2675,-0.0964,-0.4181
18,9.2675,-0.0872,-0.4246
18,9.2675,-0.0779,-0.4305
18,9.2675,-0.0684,-0.4358
18,9.2675,-0.0588,-0.4403
18,9.2675,-0.0492,-0.4442
18,9.2675,-0.0394,-0.4473
18,9.2675,-0.0296,-0.4498
18,9.2675,-0.0198,-0.4516
18,9.2675,-0.0099,-0.4527
18,9.2675,-0.0000,-0.4530
18,9.2675,0.0099,-0.4527
18,9.2675,0.0198,-0.4516
18,9.2675,0.0296,-0.4498
18,9.2675,0.0394,-0.4473
18,9.2675,0.0492,-0.4442
18,9.2675,0.0588,-0.4403
18,9.2675,0.0684,-0.4358
18,9.2675,0.0779,-0.4305
18,9.2675,0.0872,-0.4246
18,9.2675,0.0964,-0.4181
18,9.2675,0.1055,-0.4109
18,9.2675,0.1144,-0.4030
18,9.2675,0.1231,-0.3946
18,9.2675,0.1316,-0.3855
18,9.2675,0.1400,-0.3758
18,9.2675,0.1481,-0.3655
18,9.2675,0.1560,-0.3547
18,9.2675,0.1636,-0.3433
18,9.2675,0.1710,-0.3314
18,9.2675,0.1779,-0.3186
18,9.2675,0.1844,-0.3048
18,9.2675,0.1906,-0.2906
18,9.2675,0.1966,-0.2759
18,9.2675,0.2022,-0.2607
18,9.2675,0.2075,-0.2452
18,9.2675,0.2125,-0.2293
18,9.2675,0.2171,-0.2131
18,9.2675,0.2214,-0.1965
18,9.2675,0.2254,-0.1796
18,9.2675,0.2290,-0.1624
18,9.2675,0.2323,-0.1450
18,9.2675,0.2351,-0.1274
18,9.2675,0.2377,-0.1096
18,9.2675,0.2398,-0.0916
18,9.2675,0.2416,-0.0734
18,9.2675,0.2430,-0.0552
18,9.2675,0.2440,-0.0368
18,9.2675,0.2447,-0.0184
18,9.2675,0.2450,-0.0000
18,9.2675,0.2472,0.0591
18,9.2675,0.2494,0.1182
18,9.2675,0.2516,0.1772
18,9.2675,0.2538,0.2363
18,9.2675,0.2560,0.2954
18,9.2675,0.2582,0.3545
18,9.2675,0.2604,0.4136
18,9.2675,0.2626,0.4727
18,9.2675,0.2648,0.5317
18,9.2675,0.2670,0.5908
18,9.2675,0.2692,0.6499
18,9.2675,0.2714,0.7090
19,9.4415,-0.2579,0.7171
19,9.4415,-0.2558,0.6574
19,9.4415,-0.2537,0.5976
19,9.4415,-0.2516,0.5378
19,9.4415,-0.2495,0.4781
19,9.4415,-0.2475,0.4183
19,9.4415,-0.2454,0.3586
19,9.4415,-0.2433,0.2988
19,9.4415,-0.2412,0.2390
19,9.4415,-0.2391,0.1793
19,9.4415,-0.2370,0.1195
19,9.4415,-0.2349,0.0598
19,9.4415,-0.2329,-0.0000
19,9.4415,-0.2326,-0.0183
19,9.4415,-0.2320,-0.0366
19,9.4415,-0.2310,-0.0549
19,9.4415,-0.2297,-0.0731
19,9.4415,-0.2280,-0.0911
19,9.4415,-0.2259,-0.1090
19,9.4415,-0.2235,-0.1268
19,9.4415,-0.2208,-0.1443
19,9.4415,-0.2177,-0.1617
19,9.4415,-0.2143,-0.1787
19,9.4415,-0.2105,-0.1956
19,9.4415,-0.2064,-0.2121
19,9.4415,-0.2020,-0.2282
19,9.4415,-0.1972,-0.2441
19,9.4415,-0.1922,-0.2595
19,9.4415,-0.1869,-0.2746
19,9.4415,-0.1813,-0.2892
19,9.4415,-0.1753,-0.3034
19,9.4415,-0.1692,-0.3171
19,9.4415,-0.1626,-0.3299
19,9.4415,-0.1555,-0.3417
19,9.4415,-0.1483,-0.3530
19,9.4415,-0.1408,-0.3638
19,9.4415,-0.1331,-0.3740
19,9.4415,-0.1252,-0.3836
19,9.4415,-0.1170,-0.3926
19,9.4415,-0.1088,-0.4011
19,9.4415,-0.1003,-0.4089
19,9.4415,-0.0917,-0.4160
19,9.4415,-0.0829,-0.4225
19,9.4415,-0.0740,-0.4284
19,9.4415,-0.0650,-0.4336
19,9.4415,-0.0559,-0.4381
19,9.4415,-0.0467,-0.4420
19,9.4415,-0.0375,-0.4451
19,9.4415,-0.0282,-0.4476
19,9.4415,-0.0188,-0.4493
19,9.4415,-0.0094,-0.4504
19,9.4415,-0.0000,-0.4508
19,9.4415,0.0094,-0.4504
19,9.4415,0.0188,-0.4493
19,9.4415,0.0282,-0.4476
19,9.4415,0.0375,-0.4451
19,9.4415,0.0467,-0.4420
19,9.4415,0.0559,-0.4381
19,9.4415,0.0650,-0.4336
19,9.4415,0.0740,-0.4284
19,9.4415,0.0829,-0.4225
19,9.4415,0.0917,-0.4160
19,9.4415,0.1003,-0.4089
19,9.4415,0.1088,-0.4011
19,9.4415,0.1170,-0.3926
19,9.4415,0.1252,-0.3836
19,9.4415,0.1331,-0.3740
19,9.4415,0.1408,-0.3638
19,9.4415,0.1483,-0.3530
19,9.4415,0.1555,-0.3417
19,9.4415,0.1626,-0.3299
19,9.4415,0.1692,-0.3171
19,9.4415,0.1753,-0.3034
19,9.4415,0.1813,-0.2892
19,9.4415,0.1869,-0.2746
19,9.4415,0.1922,-0.2595
19,9.4415,0.1972,-0.2441
19,9.4415,0.2020,-0.2282
19,9.4415,0.2064,-0.2121
19,9.4415,0.2105,-0.1956
19,9.4415,0.2143,-0.1787
19,9.4415,0.2177,-0.1617
19,9.4415,0.2208,-0.1443
19,9.4415,0.2235,-0.1268
19,9.4415,0.2259,-0.1090
19,9.4415,0.2280,-0.0911
19,9.4415,0.2297,-0.0731
19,9.4415,0.2310,-0.0549
19,9.4415,0.2320,-0.0366
19,9.4415,0.2326,-0.0183
19,9.4415,0.2329,-0.0000
19,9.4415,0.2349,0.0598
19,9.4415,0.2370,0.1195
19,9.4415,0.2391,0.1793
19,9.4415,0.2412,0.2390
19,9.4415,0.2433,0.2988
19,9.4415,0.2454,0.3586
19,9.4415,0.2475,0.4183
19,9.4415,0.2495,0.4781
19,9.4415,0.2516,0.5378
19,9.4415,0.2537,0.5976
19,9.4415,0.2558,0.6574
19,9.4415,0.2579,0.7171
20,9.4525,-0.2574,0.7177
20,9.4525,-0.2553,0.6579
20,9.4525,-0.2532,0.5981
20,9.4525,-0.2511,0.5382
20,9.4525,-0.2491,0.4784
20,9.4525,-0.2470,0.4186
20,9.4525,-0.2449,0.3588
20,9.4525,-0.2428,0.2990
20,9.4525,-0.2407,0.2392
20,9.4525,-0.2387,0.1794
20,9.4525,-0.2366,0.1196
20,9.4525,-0.2345,0.0598
20,9.4525,-0.2324,-0.0000
20,9.4525,-0.2322,-0.0183
20,9.4525,-0.2316,-0.0366
20,9.4525,-0.2306,-0.0549
20,9.4525,-0.2293,-0.0730
20,9.4525,-0.2276,-0.0911
20,9.4525,-0.2255,-0.1090
20,9.4525,-0.2231,-0.1267
20,9.4525,-0.2204,-0.1443
20,9.4525,-0.2173,-0.1616
20,9.4525,-0.2139,-0.1787
20,9.4525,-0.2101,-0.1955
20,9.4525,-0.2060,-0.2120
20,9.4525,-0.2016,-0.2282
20,9.4525,-0.1969,-0.2440
20,9.4525,-0.1919,-0.2594
20,9.4525,-0.1865,-0.2745
20,9.4525,-0.1809,-0.2891
20,9.4525,-0.1750,-0.3033
20,9.4525,-0.1689,-0.3170
20,9.4525,-0.1623,-0.3298
20,9.4525,-0.1553,-0.3416
20,9.4525,-0.1480,-0.3529
20,9.4525,-0.1405,-0.3637
20,9.4525,-0.1328,-0.3739
20,9.4525,-0.1249,-0.3835
20,9.4525,-0.1168,-0.3925
20,9.4525,-0.1086,-0.4009
20,9.4525,-0.1001,-0.4087
20,9.4525,-0.0915,-0.4159
20,9.4525,-0.0828,-0.4224
20,9.4525,-0.0739,-0.4283
20,9.4525,-0.0649,-0.4335
20,9.4525,-0.0558,-0.4380
20,9.4525,-0.0467,-0.4418
20,9.4525,-0.0374,-0.4450
20,9.4525,-0.0281,-0.4474
20,9.4525,-0.0188,-0.4492
20,9.4525,-0.0094,-0.4503
20,9.4525,-0.0000,-0.4506
20,9.4525,0.0094,-0.4503
20,9.4525,0.0188,-0.4492
20,9.4525,0.0281,-0.4474
20,9.4525,0.0374,-0.4450
20,9.4525,0.0467,-0.4418
20,9.4525,0.0558,-0.4380
20,9.4525,0.0649,-0.4335
20,9.4525,0.0739,-0.4283
20,9.4525,0.0828,-0.4224
20,9.4525,0.0915,-0.4159
20,9.4525,0.1001,-0.4087
20,9.4525,0.1086,-0.4009
20,9.4525,0.1168,-0.3925
20,9.4525,0.1249,-0.3835
20,9.4525,0.1328,-0.3739
20,9.4525,0.1405,-0.3637
20,9.4525,0.1480,-0.3529
20,9.4525,0.1553,-0.3416
20,9.4525,0.1623,-0.3298
20,9.4525,0.1689,-0.3170
20,9.4525,0.1750,-0.3033
20,9.4525,0.1809,-0.2891
20,9.4525,0.1865,-0.2745
20,9.4525,0.1919,-0.2594
20,9.4525,0.1969,-0.2440
20,9.4525,0.2016,-0.2282
20,9.4525,0.2060,-0.2120
20,9.4525,0.2101,-0.1955
20,9.4525,0.2139,-0.1787
20,9.4525,0.2173,-0.1616
20,9.4525,0.2204,-0.1443
20,9.4525,0.2231,-0.1267
20,9.4525,0.2255,-0.1090
20,9.4525,0.2276,-0.0911
20,9.4525,0.2293,-0.0730
20,9.4525,0.2306,-0.0549
20,9.4525,0.2316,-0.0366
20,9.4525,0.2322,-0.0183
20,9.4525,0.2324,-0.0000
20,9.4525,0.2345,0.0598
20,9.4525,0.2366,0.1196
20,9.4525,0.2387,0.1794
20,9.4525,0.2407,0.2392
20,9.4525,0.2428,0.2990
20,9.4525,0.2449,0.3588
20,9.4525,0.2470,0.4186
20,9.4525,0.2491,0.4784
20,9.4525,0.2511,0.5382
20,9.4525,0.2532,0.5981
20,9.4525,0.2553,0.6579
20,9.4525,0.2574,0.7177
