station,x_m,y_m,z_m
7,2.5935,-0.2736,-0.3492
7,2.5935,-0.2524,-0.3563
7,2.5935,-0.2308,-0.3628
7,2.5935,-0.2088,-0.3688
7,2.5935,-0.1864,-0.3741
7,2.5935,-0.1638,-0.3789
7,2.5935,-0.1409,-0.3830
7,2.5935,-0.1177,-0.3865
7,2.5935,-0.0944,-0.3894
7,2.5935,-0.0709,-0.3917
7,2.5935,-0.0474,-0.3933
7,2.5935,-0.0237,-0.3943
7,2.5935,-0.0000,-0.3947
7,2.5935,0.0237,-0.3943
7,2.5935,0.0474,-0.3933
7,2.5935,0.0709,-0.3917
7,2.5935,0.0944,-0.3894
7,2.5935,0.1177,-0.3865
7,2.5935,0.1409,-0.3830
7,2.5935,0.1638,-0.3789
7,2.5935,0.1864,-0.3741
7,2.5935,0.2088,-0.3688
7,2.5935,0.2308,-0.3628
7,2.5935,0.2524,-0.3563
7,2.5935,0.2736,-0.3492
7,2.5935,0.2944,-0.3416
7,2.5935,0.3148,-0.3334
7,2.5935,0.3346,-0.3247
7,2.5935,0.3539,-0.3154
7,2.5935,0.3726,-0.3056
7,2.5935,0.3907,-0.2954
7,2.5935,0.4082,-0.2847
7,2.5935,0.4249,-0.2734
7,2.5935,0.4409,-0.2617
7,2.5935,0.4561,-0.2496
7,2.5935,0.4706,-0.2371
7,2.5935,0.4843,-0.2241
7,2.5935,0.4973,-0.2109
7,2.5935,0.5095,-0.1973
7,2.5935,0.5208,-0.1833
7,2.5935,0.5313,-0.1691
7,2.5935,0.5410,-0.1546
7,2.5935,0.5498,-0.1399
7,2.5935,0.5577,-0.1249
7,2.5935,0.5647,-0.1097
7,2.5935,0.5708,-0.0944
7,2.5935,0.5760,-0.0789
7,2.5935,0.5803,-0.0633
7,2.5935,0.5836,-0.0475
7,2.5935,0.5860,-0.0317
7,2.5935,0.5875,-0.0159
7,2.5935,0.5880,-0.0000
7,2.5935,0.5954,0.0638
7,2.5935,0.6027,0.1277
7,2.5935,0.6100,0.1915
7,2.5935,0.6174,0.2554
7,2.5935,0.6247,0.3192
7,2.5935,0.6320,0.3831
7,2.5935,0.6394,0.4469
7,2.5935,0.6467,0.5108
7,2.5935,0.6540,0.5746
7,2.5935,0.6613,0.6385
7,2.5935,0.6687,0.7023
7,2.5935,0.6760,0.7662
8,3.2822,-0.8488,0.7472
8,3.2822,-0.8419,0.6850
8,3.2822,-0.8351,0.6227
8,3.2822,-0.8282,0.5604
8,3.2822,-0.8214,0.4982
8,3.2822,-0.8145,0.4359
8,3.2822,-0.8077,0.3736
8,3.2822,-0.8008,0.3113
8,3.2822,-0.7940,0.2491
8,3.2822,-0.7871,0.1868
8,3.2822,-0.7803,0.1245
8,3.2822,-0.7734,0.0623
8,3.2822,-0.7665,-0.0000
8,3.2822,-0.7659,-0.0171
8,3.2822,-0.7639,-0.0341
8,3.2822,-0.7608,-0.0511
8,3.2822,-0.7564,-0.0680
8,3.2822,-0.7509,-0.0849
8,3.2822,-0.7441,-0.1015
8,3.2822,-0.7361,-0.1180
8,3.2822,-0.7270,-0.1343
8,3.2822,-0.7167,-0.1505
8,3.2822,-0.7052,-0.1663
8,3.2822,-0.6927,-0.1819
8,3.2822,-0.6790,-0.1972
8,3.2822,-0.6642,-0.2122
8,3.2822,-0.6484,-0.2269
8,3.2822,-0.6315,-0.2411
8,3.2822,-0.6136,-0.2550
8,3.2822,-0.5948,-0.2685
8,3.2822,-0.5750,-0.2816
8,3.2822,-0.5542,-0.2942
8,3.2822,-0.5324,-0.3063
8,3.2822,-0.5096,-0.3178
8,3.2822,-0.4860,-0.3288
8,3.2822,-0.4615,-0.3393
8,3.2822,-0.4364,-0.3493
8,3.2822,-0.4105,-0.3587
8,3.2822,-0.3840,-0.3675
8,3.2822,-0.3569,-0.3757
8,3.2822,-0.3292,-0.3833
8,3.2822,-0.3009,-0.3903
8,3.2822,-0.2722,-0.3967
8,3.2822,-0.2431,-0.4025
8,3.2822,-0.2136,-0.4076
8,3.2822,-0.1837,-0.4120
8,3.2822,-0.1535,-0.4158
8,3.2822,-0.1231,-0.4190
8,3.2822,-0.0925,-0.4214
8,3.2822,-0.0618,-0.4232
8,3.2822,-0.0309,-0.4243
8,3.2822,-0.0000,-0.4247
8,3.2822,0.0309,-0.4243
8,3.2822,0.0618,-0.4232
8,3.2822,0.0925,-0.4214
8,3.2822,0.1231,-0.4190
8,3.2822,0.1535,-0.4158
8,3.2822,0.1837,-0.4120
8,3.2822,0.2136,-0.4076
8,3.2822,0.2431,-0.4025
8,3.2822,0.2722,-0.3967
8,3.2822,0.3009,-0.3903
8,3.2822,0.3292,-0.3833
8,3.2822,0.3569,-0.3757
8,3.2822,0.3840,-0.3675
8,3.2822,0.4105,-0.3587
8,3.2822,0.4364,-0.3493
8,3.2822,0.4615,-0.3393
8,3.2822,0.4860,-0.3288
8,3.2822,0.5096,-0.3178
8,3.2822,0.5324,-0.3063
8,3.2822,0.5542,-0.2942
8,3.2822,0.5750,-0.2816
8,3.2822,0.5948,-0.2685
8,3.2822,0.6136,-0.2550
8,3.2822,0.6315,-0.2411
8,3.2822,0.6484,-0.2269
8,3.2822,0.6642,-0.2122
8,3.2822,0.6790,-0.1972
8,3.2822,0.6927,-0.1819
8,3.2822,0.7052,-0.1663
8,3.2822,0.7167,-0.1505
8,3.2822,0.7270,-0.1343
8,3.2822,0.7361,-0.1180
8,3.2822,0.7441,-0.1015
8,3.2822,0.7509,-0.0849
8,3.2822,0.7564,-0.0680
8,3.2822,0.7608,-0.0511
8,3.2822,0.7639,-0.0341
8,3.2822,0.7659,-0.0171
8,3.2822,0.7665,-0.0000
8,3.2822,0.7734,0.0623
8,3.2822,0.7803,0.1245
8,3.2822,0.7871,0.1868
8,3.2822,0.7940,0.2491
8,3.2822,0.8008,0.3113
8,3.2822,0.8077,0.3736
8,3.2822,0.8145,0.4359
8,3.2822,0.8214,0.4982
8,3.2822,0.8282,0.5604
8,3.2822,0.8351,0.6227
8,3.2822,0.8419,0.6850
8,3.2822,0.8488,0.7472
9,4.0069,-1.0067,0.7243
9,4.0069,-1.0004,0.6639
9,4.0069,-0.9941,0.6036
9,4.0069,-0.9879,0.5432
9,4.0069,-0.9816,0.4829
9,4.0069,-0.9753,0.4225
9,4.0069,-0.9690,0.3621
9,4.0069,-0.9627,0.3018
9,4.0069,-0.9565,0.2414
9,4.0069,-0.9502,0.1811
9,4.0069,-0.9439,0.1207
9,4.0069,-0.9376,0.0604
9,4.0069,-0.9314,-0.0000
9,4.0069,-0.9305,-0.0180
9,4.0069,-0.9282,-0.0359
9,4.0069,-0.9243,-0.0538
9,4.0069,-0.9190,-0.0716
9,4.0069,-0.9123,-0.0893
9,4.0069,-0.9040,-0.1069
9,4.0069,-0.8944,-0.1243
9,4.0069,-0.8833,-0.1415
9,4.0069,-0.8708,-0.1584
9,4.0069,-0.8569,-0.1751
9,4.0069,-0.8416,-0.1916
9,4.0069,-0.8250,-0.2077
9,4.0069,-0.8071,-0.2235
9,4.0069,-0.7879,-0.2389
9,4.0069,-0.7675,-0.2540
9,4.0069,-0.7458,-0.2686
9,4.0069,-0.7229,-0.2828
9,4.0069,-0.6989,-0.2966
9,4.0069,-0.6738,-0.3099
9,4.0069,-0.6473,-0.3226
9,4.0069,-0.6195,-0.3347
9,4.0069,-0.5907,-0.3463
9,4.0069,-0.5610,-0.3573
9,4.0069,-0.5304,-0.3678
9,4.0069,-0.4990,-0.3776
9,4.0069,-0.4667,-0.3869
9,4.0069,-0.4337,-0.3956
9,4.0069,-0.4001,-0.4036
9,4.0069,-0.3658,-0.4110
9,4.0069,-0.3309,-0.4177
9,4.0069,-0.2954,-0.4237
9,4.0069,-0.2595,-0.4291
9,4.0069,-0.2232,-0.4338
9,4.0069,-0.1866,-0.4378
9,4.0069,-0.1496,-0.4411
9,4.0069,-0.1124,-0.4437
9,4.0069,-0.0750,-0.4456
9,4.0069,-0.0376,-0.4467
9,4.0069,-0.0000,-0.4472
9,4.0069,0.0376,-0.4467
9,4.0069,0.0750,-0.4456
9,4.0069,0.1124,-0.4437
9,4.0069,0.1496,-0.4411
9,4.0069,0.1866,-0.4378
9,4.0069,0.2232,-0.4338
9,4.0069,0.2595,-0.4291
9,4.0069,0.2954,-0.4237
9,4.0069,0.3309,-0.4177
9,4.0069,0.3658,-0.4110
9,4.0069,0.4001,-0.4036
9,4.0069,0.4337,-0.3956
9,4.0069,0.4667,-0.3869
9,4.0069,0.4990,-0.3776
9,4.0069,0.5304,-0.3678
9,4.0069,0.5610,-0.3573
9,4.0069,0.5907,-0.3463
9,4.0069,0.6195,-0.3347
9,4.0069,0.6473,-0.3226
9,4.0069,0.6738,-0.3099
9,4.0069,0.6989,-0.2966
9,4.0069,0.7229,-0.2828
9,4.0069,0.7458,-0.2686
9,4.0069,0.7675,-0.2540
9,4.0069,0.7879,-0.2389
9,4.0069,0.8071,-0.2235
9,4.0069,0.8250,-0.2077
9,4.0069,0.8416,-0.1916
9,4.0069,0.8569,-0.1751
9,4.0069,0.8708,-0.1584
9,4.0069,0.8833,-0.1415
9,4.0069,0.8944,-0.1243
9,4.0069,0.9040,-0.1069
9,4.0069,0.9123,-0.0893
9,4.0069,0.9190,-0.0716
9,4.0069,0.9243,-0.0538
9,4.0069,0.9282,-0.0359
9,4.0069,0.9305,-0.0180
9,4.0069,0.9314,-0.0000
9,4.0069,0.9376,0.0604
9,4.0069,0.9439,0.1207
9,4.0069,0.9502,0.1811
9,4.0069,0.9565,0.2414
9,4.0069,0.9627,0.3018
9,4.0069,0.9690,0.3621
9,4.0069,0.9753,0.4225
9,4.0069,0.9816,0.4829
9,4.0069,0.9879,0.5432
9,4.0069,0.9941,0.6036
9,4.0069,1.0004,0.6639
9,4.0069,1.0067,0.7243
10,4.7500,-1.1179,0.7015
10,4.7500,-1.1122,0.6430
10,4.7500,-1.1066,0.5845
10,4.7500,-1.1009,0.5261
10,4.7500,-1.0952,0.4676
10,4.7500,-1.0896,0.4092
10,4.7500,-1.0839,0.3507
10,4.7500,-1.0783,0.2923
10,4.7500,-1.0726,0.2338
10,4.7500,-1.0670,0.1754
10,4.7500,-1.0613,0.1169
10,4.7500,-1.0557,0.0585
10,4.7500,-1.0500,-0.0000
10,4.7500,-1.0490,-0.0186
10,4.7500,-1.0463,-0.0372
10,4.7500,-1.0420,-0.0557
10,4.7500,-1.0360,-0.0741
10,4.7500,-1.0284,-0.0924
10,4.7500,-1.0191,-0.1106
10,4.7500,-1.0082,-0.1286
10,4.7500,-0.9958,-0.1464
10,4.7500,-0.9817,-0.1639
10,4.7500,-0.9660,-0.1812
10,4.7500,-0.9489,-0.1982
10,4.7500,-0.9302,-0.2149
10,4.7500,-0.9100,-0.2312
10,4.7500,-0.8884,-0.2472
10,4.7500,-0.8654,-0.2628
10,4.7500,-0.8410,-0.2780
10,4.7500,-0.8153,-0.2927
10,4.7500,-0.7883,-0.3070
10,4.7500,-0.7600,-0.3207
10,4.7500,-0.7302,-0.3339
10,4.7500,-0.6988,-0.3464
10,4.7500,-0.6663,-0.3583
10,4.7500,-0.6328,-0.3697
10,4.7500,-0.5983,-0.3805
10,4.7500,-0.5628,-0.3906
10,4.7500,-0.5264,-0.4002
10,4.7500,-0.4892,-0.4091
10,4.7500,-0.4512,-0.4174
10,4.7500,-0.4125,-0.4250
10,4.7500,-0.3731,-0.4319
10,4.7500,-0.3332,-0.4381
10,4.7500,-0.2927,-0.4437
10,4.7500,-0.2517,-0.4485
10,4.7500,-0.2104,-0.4527
10,4.7500,-0.1687,-0.4561
10,4.7500,-0.1268,-0.4587
10,4.7500,-0.0846,-0.4607
10,4.7500,-0.0423,-0.4619
10,4.7500,-0.0000,-0.4624
10,4.7500,0.0423,-0.4619
10,4.7500,0.0846,-0.4607
10,4.7500,0.1268,-0.4587
10,4.7500,0.1687,-0.4561
10,4.7500,0.2104,-0.4527
10,4.7500,0.2517,-0.4485
10,4.7500,0.2927,-0.4437
10,4.7500,0.3332,-0.4381
10,4.7500,0.3731,-0.4319
10,4.7500,0.4125,-0.4250
10,4.7500,0.4512,-0.4174
10,4.7500,0.4892,-0.4091
10,4.7500,0.5264,-0.4002
10,4.7500,0.5628,-0.3906
10,4.7500,0.5983,-0.3805
10,4.7500,0.6328,-0.3697
10,4.7500,0.6663,-0.3583
10,4.7500,0.6988,-0.3464
10,4.7500,0.7302,-0.3339
10,4.7500,0.7600,-0.3207
10,4.7500,0.7883,-0.3070
10,4.7500,0.8153,-0.2927
10,4.7500,0.8410,-0.2780
10,4.7500,0.8654,-0.2628
10,4.7500,0.8884,-0.2472
10,4.7500,0.9100,-0.2312
10,4.7500,0.9302,-0.2149
10,4.7500,0.9489,-0.1982
10,4.7500,0.9660,-0.1812
10,4.7500,0.9817,-0.1639
10,4.7500,0.9958,-0.1464
10,4.7500,1.0082,-0.1286
10,4.7500,1.0191,-0.1106
10,4.7500,1.0284,-0.0924
10,4.7500,1.0360,-0.0741
10,4.7500,1.0420,-0.0557
10,4.7500,1.0463,-0.0372
10,4.7500,1.0490,-0.0186
10,4.7500,1.0500,-0.0000
10,4.7500,1.0557,0.0585
10,4.7500,1.0613,0.1169
10,4.7500,1.0670,0.1754
10,4.7500,1.0726,0.2338
10,4.7500,1.0783,0.2923
10,4.7500,1.0839,0.3507
10,4.7500,1.0896,0.4092
10,4.7500,1.0952,0.4676
10,4.7500,1.1009,0.5261
10,4.7500,1.1066,0.5845
10,4.7500,1.1122,0.6430
10,4.7500,1.1179,0.7015
11,5.4931,-1.0660,0.6822
11,5.4931,-1.0610,0.6253
11,5.4931,-1.0559,0.5685
11,5.4931,-1.0509,0.5116
11,5.4931,-1.0458,0.4548
11,5.4931,-1.0408,0.3979
11,5.4931,-1.0358,0.3411
11,5.4931,-1.0307,0.2842
11,5.4931,-1.0257,0.2274
11,5.4931,-1.0207,0.1705
11,5.4931,-1.0156,0.1137
11,5.4931,-1.0106,0.0568
11,5.4931,-1.0056,-0.0000
11,5.4931,-1.0046,-0.0190
11,5.4931,-1.0020,-0.0379
11,5.4931,-0.9979,-0.0568
11,5.4931,-0.9921,-0.0757
11,5.4931,-0.9848,-0.0943
11,5.4931,-0.9760,-0.1129
11,5.4931,-0.9655,-0.1312
11,5.4931,-0.9536,-0.1494
11,5.4931,-0.9401,-0.1673
11,5.4931,-0.9252,-0.1850
11,5.4931,-0.9088,-0.2023
11,5.4931,-0.8909,-0.2194
11,5.4931,-0.8716,-0.2361
11,5.4931,-0.8510,-0.2524
11,5.4931,-0.8290,-0.2683
11,5.4931,-0.8057,-0.2838
11,5.4931,-0.7811,-0.2989
11,5.4931,-0.7553,-0.3134
11,5.4931,-0.7283,-0.3275
11,5.4931,-0.6997,-0.3409
11,5.4931,-0.6696,-0.3536
11,5.4931,-0.6385,-0.3657
11,5.4931,-0.6063,-0.3772
11,5.4931,-0.5732,-0.3881
11,5.4931,-0.5392,-0.3985
11,5.4931,-0.5043,-0.4081
11,5.4931,-0.4687,-0.4172
11,5.4931,-0.4323,-0.4256
11,5.4931,-0.3952,-0.4333
11,5.4931,-0.3575,-0.4403
11,5.4931,-0.3192,-0.4466
11,5.4931,-0.2804,-0.4522
11,5.4931,-0.2412,-0.4571
11,5.4931,-0.2016,-0.4613
11,5.4931,-0.1616,-0.4647
11,5.4931,-0.1214,-0.4674
11,5.4931,-0.0811,-0.4694
11,5.4931,-0.0406,-0.4706
11,5.4931,-0.0000,-0.4711
11,5.4931,0.0406,-0.4706
11,5.4931,0.0811,-0.4694
11,5.4931,0.1214,-0.4674
11,5.4931,0.1616,-0.4647
11,5.4931,0.2016,-0.4613
11,5.4931,0.2412,-0.4571
11,5.4931,0.2804,-0.4522
11,5.4931,0.3192,-0.4466
11,5.4931,0.3575,-0.4403
11,5.4931,0.3952,-0.4333
11,5.4931,0.4323,-0.4256
11,5.4931,0.4687,-0.4172
11,5.4931,0.5043,-0.4081
11,5.4931,0.5392,-0.3985
11,5.4931,0.5732,-0.3881
11,5.4931,0.6063,-0.3772
11,5.4931,0.6385,-0.3657
11,5.4931,0.6696,-0.3536
11,5.4931,0.6997,-0.3409
11,5.4931,0.7283,-0.3275
11,5.4931,0.7553,-0.3134
11,5.4931,0.7811,-0.2989
11,5.4931,0.8057,-0.2838
11,5.4931,0.8290,-0.2683
11,5.4931,0.8510,-0.2524
11,5.4931,0.8716,-0.2361
11,5.4931,0.8909,-0.2194
11,5.4931,0.9088,-0.2023
11,5.4931,0.9252,-0.1850
11,5.4931,0.9401,-0.1673
11,5.4931,0.9536,-0.1494
11,5.4931,0.9655,-0.1312
11,5.4931,0.9760,-0.1129
11,5.4931,0.9848,-0.0943
11,5.4931,0.9921,-0.0757
11,5.4931,0.9979,-0.0568
11,5.4931,1.0020,-0.0379
11,5.4931,1.0046,-0.0190
11,5.4931,1.0056,-0.0000
11,5.4931,1.0106,0.0568
11,5.4931,1.0156,0.1137
11,5.4931,1.0207,0.1705
11,5.4931,1.0257,0.2274
11,5.4931,1.0307,0.2842
11,5.4931,1.0358,0.3411
11,5.4931,1.0408,0.3979
11,5.4931,1.0458,0.4548
11,5.4931,1.0509,0.5116
11,5.4931,1.0559,0.5685
11,5.4931,1.0610,0.6253
11,5.4931,1.0660,0.6822
12,6.2178,-0.9550,0.6690
12,6.2178,-0.9506,0.6133
12,6.2178,-0.9461,0.5575
12,6.2178,-0.9417,0.5018
12,6.2178,-0.9372,0.4460
12,6.2178,-0.9328,0.3903
12,6.2178,-0.9284,0.3345
12,6.2178,-0.9239,0.2788
12,6.2178,-0.9195,0.2230
12,6.2178,-0.9150,0.1673
12,6.2178,-0.9106,0.1115
12,6.2178,-0.9061,0.0558
12,6.2178,-0.9017,-0.0000
12,6.2178,-0.9008,-0.0192
12,6.2178,-0.8985,-0.0383
12,6.2178,-0.8947,-0.0574
12,6.2178,-0.8896,-0.0764
12,6.2178,-0.8830,-0.0952
12,6.2178,-0.8751,-0.1139
12,6.2178,-0.8657,-0.1325
12,6.2178,-0.8550,-0.1508
12,6.2178,-0.8430,-0.1689
12,6.2178,-0.8296,-0.1867
12,6.2178,-0.8149,-0.2042
12,6.2178,-0.7989,-0.2214
12,6.2178,-0.7817,-0.2383
12,6.2178,-0.7632,-0.2548
12,6.2178,-0.7435,-0.2709
12,6.2178,-0.7227,-0.2865
12,6.2178,-0.7007,-0.3017
12,6.2178,-0.6776,-0.3165
12,6.2178,-0.6534,-0.3307
12,6.2178,-0.6278,-0.3442
12,6.2178,-0.6008,-0.3569
12,6.2178,-0.5728,-0.3690
12,6.2178,-0.5440,-0.3806
12,6.2178,-0.5142,-0.3915
12,6.2178,-0.4837,-0.4019
12,6.2178,-0.4524,-0.4116
12,6.2178,-0.4204,-0.4206
12,6.2178,-0.3877,-0.4290
12,6.2178,-0.3545,-0.4367
12,6.2178,-0.3206,-0.4438
12,6.2178,-0.2863,-0.4501
12,6.2178,-0.2515,-0.4557
12,6.2178,-0.2163,-0.4606
12,6.2178,-0.1808,-0.4648
12,6.2178,-0.1450,-0.4682
12,6.2178,-0.1089,-0.4709
12,6.2178,-0.0727,-0.4729
12,6.2178,-0.0364,-0.4741
12,6.2178,-0.0000,-0.4745
12,6.2178,0.0364,-0.4741
12,6.2178,0.0727,-0.4729
12,6.2178,0.1089,-0.4709
12,6.2178,0.1450,-0.4682
12,6.2178,0.1808,-0.4648
12,6.2178,0.2163,-0.4606
12,6.2178,0.2515,-0.4557
12,6.2178,0.2863,-0.4501
12,6.2178,0.3206,-0.4438
12,6.2178,0.3545,-0.4367
12,6.2178,0.3877,-0.4290
12,6.2178,0.4204,-0.4206
12,6.2178,0.4524,-0.4116
12,6.2178,0.4837,-0.4019
12,6.2178,0.5142,-0.3915
12,6.2178,0.5440,-0.3806
12,6.2178,0.5728,-0.3690
12,6.2178,0.6008,-0.3569
12,6.2178,0.6278,-0.3442
12,6.2178,0.6534,-0.3307
12,6.2178,0.6776,-0.3165
12,6.2178,0.7007,-0.3017
12,6.2178,0.7227,-0.2865
12,6.2178,0.7435,-0.2709
12,6.2178,0.7632,-0.2548
12,6.2178,0.7817,-0.2383
12,6.2178,0.7989,-0.2214
12,6.2178,0.8149,-0.2042
12,6.2178,0.8296,-0.1867
12,6.2178,0.8430,-0.1689
12,6.2178,0.8550,-0.1508
12,6.2178,0.8657,-0.1325
12,6.2178,0.8751,-0.1139
12,6.2178,0.8830,-0.0952
12,6.2178,0.8896,-0.0764
12,6.2178,0.8947,-0.0574
12,6.2178,0.8985,-0.0383
12,6.2178,0.9008,-0.0192
12,6.2178,0.9017,-0.0000
12,6.2178,0.9061,0.0558
12,6.2178,0.9106,0.1115
12,6.2178,0.9150,0.1673
12,6.2178,0.9195,0.2230
12,6.2178,0.9239,0.2788
12,6.2178,0.9284,0.3345
12,6.2178,0.9328,0.3903
12,6.2178,0.9372,0.4460
12,6.2178,0.9417,0.5018
12,6.2178,0.9461,0.5575
12,6.2178,0.9506,0.6133
12,6.2178,0.9550,0.6690
13,6.9065,-0.8080,0.6632
13,6.9065,-0.8041,0.6080
13,6.9065,-0.8002,0.5527
13,6.9065,-0.7962,0.4974
13,6.9065,-0.7923,0.4422
13,6.9065,-0.7884,0.3869
13,6.9065,-0.7845,0.3316
13,6.9065,-0.7806,0.2763
13,6.9065,-0.7767,0.2211
13,6.9065,-0.7728,0.1658
13,6.9065,-0.7689,0.1105
13,6.9065,-0.7650,0.0553
13,6.9065,-0.7611,-0.0000
13,6.9065,-0.7603,-0.0192
13,6.9065,-0.7584,-0.0383
13,6.9065,-0.7552,-0.0574
13,6.9065,-0.7508,-0.0764
13,6.9065,-0.7453,-0.0953
13,6.9065,-0.7386,-0.1140
13,6.9065,-0.7307,-0.1326
13,6.9065,-0.7217,-0.1509
13,6.9065,-0.7115,-0.1690
13,6.9065,-0.7003,-0.1869
13,6.9065,-0.6879,-0.2044
13,6.9065,-0.6744,-0.2216
13,6.9065,-0.6599,-0.2385
13,6.9065,-0.6443,-0.2550
13,6.9065,-0.6277,-0.2711
13,6.9065,-0.6102,-0.2868
13,6.9065,-0.5916,-0.3021
13,6.9065,-0.5722,-0.3168
13,6.9065,-0.5518,-0.3311
13,6.9065,-0.5302,-0.3446
13,6.9065,-0.5074,-0.3572
13,6.9065,-0.4838,-0.3692
13,6.9065,-0.4594,-0.3807
13,6.9065,-0.4343,-0.3916
13,6.9065,-0.4085,-0.4019
13,6.9065,-0.3820,-0.4115
13,6.9065,-0.3550,-0.4205
13,6.9065,-0.3274,-0.4289
13,6.9065,-0.2993,-0.4365
13,6.9065,-0.2707,-0.4435
13,6.9065,-0.2417,-0.4498
13,6.9065,-0.2123,-0.4554
13,6.9065,-0.1826,-0.4602
13,6.9065,-0.1526,-0.4644
13,6.9065,-0.1224,-0.4678
13,6.9065,-0.0920,-0.4704
13,6.9065,-0.0614,-0.4723
13,6.9065,-0.0307,-0.4735
13,6.9065,-0.0000,-0.4739
13,6.9065,0.0307,-0.4735
13,6.9065,0.0614,-0.4723
13,6.9065,0.0920,-0.4704
13,6.9065,0.1224,-0.4678
13,6.9065,0.1526,-0.4644
13,6.9065,0.1826,-0.4602
13,6.9065,0.2123,-0.4554
13,6.9065,0.2417,-0.4498
13,6.9065,0.2707,-0.4435
13,6.9065,0.2993,-0.4365
13,6.9065,0.3274,-0.4289
13,6.9065,0.3550,-0.4205
13,6.9065,0.3820,-0.4115
13,6.9065,0.4085,-0.4019
13,6.9065,0.4343,-0.3916
13,6.9065,0.4594,-0.3807
13,6.9065,0.4838,-0.3692
13,6.9065,0.5074,-0.3572
13,6.9065,0.5302,-0.3446
13,6.9065,0.5518,-0.3311
13,6.9065,0.5722,-0.3168
13,6.9065,0.5916,-0.3021
13,6.9065,0.6102,-0.2868
13,6.9065,0.6277,-0.2711
13,6.9065,0.6443,-0.2550
13,6.9065,0.6599,-0.2385
13,6.9065,0.6744,-0.2216
13,6.9065,0.6879,-0.2044
13,6.9065,0.7003,-0.1869
13,6.9065,0.7115,-0.1690
13,6.9065,0.7217,-0.1509
13,6.9065,0.7307,-0.1326
13,6.9065,0.7386,-0.1140
13,6.9065,0.7453,-0.0953
13,6.9065,0.7508,-0.0764
13,6.9065,0.7552,-0.0574
13,6.9065,0.7584,-0.0383
13,6.9065,0.7603,-0.0192
13,6.9065,0.7611,-0.0000
13,6.9065,0.7650,0.0553
13,6.9065,0.7689,0.1105
13,6.9065,0.7728,0.1658
13,6.9065,0.7767,0.2211
13,6.9065,0.7806,0.2763
13,6.9065,0.7845,0.3316
13,6.9065,0.7884,0.3869
13,6.9065,0.7923,0.4422
13,6.9065,0.7962,0.4974
13,6.9065,0.8002,0.5527
13,6.9065,0.8041,0.6080
13,6.9065,0.8080,0.6632
14,7.5420,-0.6497,0.6648
14,7.5420,-0.6462,0.6094
14,7.5420,-0.6428,0.5540
14,7.5420,-0.6394,0.4986
14,7.5420,-0.6360,0.4432
14,7.5420,-0.6325,0.3878
14,7.5420,-0.6291,0.3324
14,7.5420,-0.6257,0.2770
14,7.5420,-0.6222,0.2216
14,7.5420,-0.6188,0.1662
14,7.5420,-0.6154,0.1108
14,7.5420,-0.6120,0.0554
14,7.5420,-0.6085,-0.0000
14,7.5420,-0.6079,-0.0191
14,7.5420,-0.6063,-0.0381
14,7.5420,-0.6038,-0.0571
14,7.5420,-0.6003,-0.0760
14,7.5420,-0.5959,-0.0948
14,7.5420,-0.5905,-0.1134
14,7.5420,-0.5842,-0.1319
14,7.5420,-0.5770,-0.1502
14,7.5420,-0.5689,-0.1682
14,7.5420,-0.5599,-0.1859
14,7.5420,-0.5500,-0.2034
14,7.5420,-0.5393,-0.2205
14,7.5420,-0.5277,-0.2373
14,7.5420,-0.5152,-0.2538
14,7.5420,-0.5020,-0.2698
14,7.5420,-0.4880,-0.2854
14,7.5420,-0.4732,-0.3006
14,7.5420,-0.4577,-0.3153
14,7.5420,-0.4414,-0.3296
14,7.5420,-0.4242,-0.3429
14,7.5420,-0.4059,-0.3554
14,7.5420,-0.3870,-0.3673
14,7.5420,-0.3674,-0.3787
14,7.5420,-0.3473,-0.3895
14,7.5420,-0.3267,-0.3996
14,7.5420,-0.3056,-0.4092
14,7.5420,-0.2839,-0.4181
14,7.5420,-0.2619,-0.4263
14,7.5420,-0.2394,-0.4339
14,7.5420,-0.2165,-0.4408
14,7.5420,-0.1933,-0.4470
14,7.5420,-0.1698,-0.4525
14,7.5420,-0.1461,-0.4573
14,7.5420,-0.1221,-0.4613
14,7.5420,-0.0979,-0.4647
14,7.5420,-0.0735,-0.4673
14,7.5420,-0.0491,-0.4692
14,7.5420,-0.0246,-0.4703
14,7.5420,-0.0000,-0.4707
14,7.5420,0.0246,-0.4703
14,7.5420,0.0491,-0.4692
14,7.5420,0.0735,-0.4673
14,7.5420,0.0979,-0.4647
14,7.5420,0.1221,-0.4613
14,7.5420,0.1461,-0.4573
14,7.5420,0.1698,-0.4525
14,7.5420,0.1933,-0.4470
14,7.5420,0.2165,-0.4408
14,7.5420,0.2394,-0.4339
14,7.5420,0.2619,-0.4263
14,7.5420,0.2839,-0.4181
14,7.5420,0.3056,-0.4092
14,7.5420,0.3267,-0.3996
14,7.5420,0.3473,-0.3895
14,7.5420,0.3674,-0.3787
14,7.5420,0.3870,-0.3673
14,7.5420,0.4059,-0.3554
14,7.5420,0.4242,-0.3429
14,7.5420,0.4414,-0.3296
14,7.5420,0.4577,-0.3153
14,7.5420,0.4732,-0.3006
14,7.5420,0.4880,-0.2854
14,7.5420,0.5020,-0.2698
14,7.5420,0.5152,-0.2538
14,7.5420,0.5277,-0.2373
14,7.5420,0.5393,-0.2205
14,7.5420,0.5500,-0.2034
14,7.5420,0.5599,-0.1859
14,7.5420,0.5689,-0.1682
14,7.5420,0.5770,-0.1502
